split_seed,query_id,query_type,query,method,selected_method,top_memory_id,top_memory_type,top_score,mrr,recall@1,recall@3,recall@5,first_rank,first_relevant_memory_id
17,q00859,4,How was John's experience in New York City?,candidate_reranker,candidate_reranker,llm_00978,event,0.9175583196988604,1.0,1.0,1.0,1.0,1,llm_00978
17,q00863,4,What is Tim excited to see at Universal Studios?,candidate_reranker,candidate_reranker,llm_00988,plan,0.9956829363682691,1.0,1.0,1.0,1.0,1,llm_00988
17,q00864,4,Where are John and his teammates planning to explore on a team trip?,candidate_reranker,candidate_reranker,llm_00993,plan,0.9956057230159431,1.0,1.0,1.0,1.0,1,llm_00993
17,q00870,4,What was the setting for John and his wife's first dance?,candidate_reranker,candidate_reranker,llm_01006,event,0.9829147913070116,1.0,1.0,1.0,1.0,1,llm_01006
17,q00879,4,What does John find rewarding about mentoring the younger players?,candidate_reranker,candidate_reranker,llm_01022,work,0.9606440744861291,0.14285714285714285,0.0,0.0,0.0,7,llm_01026
17,q00885,4,What hobby is a therapy for John when away from the court?,candidate_reranker,candidate_reranker,llm_01071,hobby,0.9746057558647027,0.5,0.0,1.0,1.0,2,llm_01045
17,q00886,4,What type of meal does John often cook using a slow cooker?,candidate_reranker,candidate_reranker,llm_01046,preference,0.7219217708321738,1.0,1.0,1.0,1.0,1,llm_01046
17,q00888,4,"What was Tim's huge writing issue last week,as mentioned on November 6, 2023?",candidate_reranker,candidate_reranker,llm_01048,event,0.9287379136739368,1.0,1.0,1.0,1.0,1,llm_01048
17,q00890,4,Why do Tim and John find LeBron inspiring?,candidate_reranker,candidate_reranker,llm_01051,preference,0.9387640261847471,1.0,1.0,1.0,1.0,1,llm_01051
17,q00903,4,"Where was the forest picture shared by John on December 1,2023 taken?",candidate_reranker,candidate_reranker,llm_01091,event,0.9109724409217569,1.0,1.0,1.0,1.0,1,llm_01091
17,q00907,4,"What book did Tim just finish reading on 8th December, 2023?",candidate_reranker,candidate_reranker,llm_01029,hobby,0.4963072607674896,0.14285714285714285,0.0,0.0,0.0,7,llm_01110
17,q00910,4,What kind of game did John have a career-high in assists in?,candidate_reranker,candidate_reranker,llm_01114,event,0.9918138530484799,1.0,1.0,1.0,1.0,1,llm_01114
17,q00911,4,What was John's way of dealing with doubts and stress when he was younger?,candidate_reranker,candidate_reranker,llm_01118,emotion,0.8974691111729107,1.0,1.0,1.0,1.0,1,llm_01118
17,q00912,4,How did John feel about the atmosphere during the big game against the rival team?,candidate_reranker,candidate_reranker,llm_01114,event,0.8483128108097431,0.0,0.0,0.0,0.0,0,
17,q00913,4,How did John feel after being able to jog without pain?,candidate_reranker,candidate_reranker,llm_01124,event,0.9803129897815637,0.125,0.0,0.0,0.0,8,llm_01125
17,q00915,4,Where was the photoshoot done for John's gear deal?,candidate_reranker,candidate_reranker,llm_01128,event,0.7889721470568314,0.3333333333333333,0.0,1.0,1.0,3,llm_01129
17,q00917,4,What type of seminars is John conducting?,candidate_reranker,candidate_reranker,llm_01135,work,0.8657401567057047,1.0,1.0,1.0,1.0,1,llm_01135
17,q00918,4,What activity did Tim do after reading the stories about the Himalayan trek?,candidate_reranker,candidate_reranker,llm_01137,plan,0.6818323736861721,0.0,0.0,0.0,0.0,0,
17,q00920,4,What new fantasy TV series is Tim excited about?,candidate_reranker,candidate_reranker,llm_01146,plan,0.9894494973787759,1.0,1.0,1.0,1.0,1,llm_01146
17,q00921,4,Which language is Tim learning?,candidate_reranker,candidate_reranker,llm_01153,preference,0.9054827692154196,0.5,0.0,1.0,1.0,2,llm_01150
17,q00924,4,What is John's favorite book series?,candidate_reranker,candidate_reranker,llm_01089,preference,0.4685011604017321,0.16666666666666666,0.0,0.0,0.0,6,llm_01156
17,q00935,4,Which city did John recommend to Tim in January 2024?,candidate_reranker,candidate_reranker,llm_00980,plan,0.3470973532059834,0.06666666666666667,0.0,0.0,0.0,15,llm_01172
17,q00936,5,"Which team did Tim sign with on 21 May, 2023?",candidate_reranker,candidate_reranker,llm_00190,event,0.30485734215291005,0.03571428571428571,0.0,0.0,0.0,28,llm_00899
17,q00940,5,What was the highest number of points Tim scored in a game recently?,candidate_reranker,candidate_reranker,llm_00917,event,0.9485497880068247,1.0,1.0,1.0,1.0,1,llm_00917
17,q00946,5,What did Anthony and Tim end up playing during the charity event?,candidate_reranker,candidate_reranker,llm_00934,event,0.9860253607440471,1.0,1.0,1.0,1.0,1,llm_00934
17,q00947,5,How did Tim get introduced to basketball?,candidate_reranker,candidate_reranker,llm_01051,preference,0.7210369173743885,0.0,0.0,0.0,0.0,0,
17,q00949,5,What organization is Tim teaming up with for his charity work?,candidate_reranker,candidate_reranker,llm_00953,plan,0.8217220144645637,1.0,1.0,1.0,1.0,1,llm_00953
17,q00953,5,What new activity has John started learning in August 2023?,candidate_reranker,candidate_reranker,llm_01317,skill,0.5919881494570929,0.16666666666666666,0.0,0.0,0.0,6,llm_00966
17,q00954,5,"What special memory does ""Fifty Shades of Grey"" bring to Tim?",candidate_reranker,candidate_reranker,llm_00968,event,0.9198112894405844,1.0,1.0,1.0,1.0,1,llm_00968
17,q00962,5,What does Tim want to do after his basketball career?,candidate_reranker,candidate_reranker,llm_01051,preference,0.5935867433512477,0.3333333333333333,0.0,1.0,1.0,3,llm_00998
17,q00964,5,What passion does John mention connects him with people from all over the world?,candidate_reranker,candidate_reranker,llm_00620,goal,0.22061881750951923,0.0,0.0,0.0,0.0,0,
17,q00970,5,Who is one of Tim's sources of inspiration for painting?,candidate_reranker,candidate_reranker,llm_01034,preference,0.44456065860123,0.3333333333333333,0.0,1.0,1.0,3,llm_01035
17,q00975,5,"What is one of Tim's favorite crime TV shows, as mentioned on November 11, 2023?",candidate_reranker,candidate_reranker,llm_01063,preference,0.6911200103416725,1.0,1.0,1.0,1.0,1,llm_01063
17,q00977,5,How did Tim overcome his ankle injury from last season?,candidate_reranker,candidate_reranker,llm_01072,health,0.7084040287642768,1.0,1.0,1.0,1.0,1,llm_01072
17,q00982,5,What instrument is John learning to play in December 2023?,candidate_reranker,candidate_reranker,llm_01098,hobby,0.7590353494308952,1.0,1.0,1.0,1.0,1,llm_01098
17,q00983,5,"How long has John been playing the piano for, as of December 2023?",candidate_reranker,candidate_reranker,llm_01099,hobby,0.6971383944665556,1.0,1.0,1.0,1.0,1,llm_01099
17,q00986,5,What was Tim's way of dealing with doubts and stress when he was younger?,candidate_reranker,candidate_reranker,llm_01118,emotion,0.7353943969675807,1.0,1.0,1.0,1.0,1,llm_01118
17,q00993,5,"According to John, who is his least favorite character from Lord of the Rings?",candidate_reranker,candidate_reranker,llm_01158,preference,0.7724461759567819,1.0,1.0,1.0,1.0,1,llm_01158
17,q00995,5,What kind of painting does Tim have in his room as a reminder?,candidate_reranker,candidate_reranker,llm_01159,preference,0.9445805195651075,1.0,1.0,1.0,1.0,1,llm_01159
17,q00997,5,Which city in Ireland will John be staying in during his semester abroad?,candidate_reranker,candidate_reranker,llm_01162,plan,0.8894258931538416,1.0,1.0,1.0,1.0,1,llm_01162
17,q00998,5,What charity event did Tim organize recently in 2024?,candidate_reranker,candidate_reranker,llm_01533,plan,0.2063028535580373,0.0,0.0,0.0,0.0,0,
17,q01002,1,What kind of indoor activities has Andrew pursued with his girlfriend?,candidate_reranker,candidate_reranker,llm_01222,relationship,0.935800453525523,0.5,0.0,1.0,1.0,2,llm_01398
17,q01003,1,What kind of places have Andrew and his girlfriend checked out around the city?,candidate_reranker,candidate_reranker,llm_01195,hobby,0.6487812936934936,1.0,1.0,1.0,1.0,1,llm_01195
17,q01005,2,When did Audrey see a hummingbird?,candidate_reranker,candidate_reranker,llm_01204,event,0.9953925832627227,1.0,1.0,1.0,1.0,1,llm_01204
17,q01010,2,When did Audrey's positive reinforcement training course for dogs take place?,candidate_reranker,candidate_reranker,llm_01409,plan,0.8819386683418869,0.14285714285714285,0.0,0.0,0.0,7,llm_01224
17,q01011,2,When did Andrew go rock climbing?,candidate_reranker,candidate_reranker,llm_01239,identity,0.9552487313982263,0.3333333333333333,0.0,1.0,1.0,3,llm_01237
17,q01018,1,Where did Audrey get Pixie from?,candidate_reranker,candidate_reranker,llm_01182,event,0.7951675882396166,1.0,1.0,1.0,1.0,1,llm_01182
17,q01023,1,What are some problems that Andrew faces before he adopted Toby?,candidate_reranker,candidate_reranker,llm_01276,family,0.6500065530524135,0.0,0.0,0.0,0.0,0,
17,q01031,1,What has Andrew done with his dogs?,candidate_reranker,candidate_reranker,llm_01420,identity,0.8476232197685901,0.0,0.0,0.0,0.0,0,
17,q01035,1,What are the names of Andrew's dogs?,candidate_reranker,candidate_reranker,llm_01276,family,0.6410108181935937,1.0,1.0,1.0,1.0,1,llm_01276
17,q01038,2,When did Andrew and his girlfriend go on a wine tasting trip?,candidate_reranker,candidate_reranker,llm_01397,event,0.9714361705409951,1.0,1.0,1.0,1.0,1,llm_01397
17,q01040,1,What is a good place for dogs to run around freely and meet new friends?,candidate_reranker,candidate_reranker,llm_01435,event,0.31900209313878697,0.0,0.0,0.0,0.0,0,
17,q01047,2,How many months passed between Andrew adopting Buddy and Scout,candidate_reranker,candidate_reranker,llm_01431,plan,0.4210696415455837,0.5,0.0,1.0,1.0,2,llm_01429
17,q01049,1,What does Audrey view her pets as?,candidate_reranker,candidate_reranker,llm_01436,family,0.7637377813374199,0.07142857142857142,0.0,0.0,0.0,14,llm_01312
17,q01058,2,"What did Audrey eat for dinner on October 24, 2023?",candidate_reranker,candidate_reranker,llm_01404,plan,0.6955656856928144,1.0,1.0,1.0,1.0,1,llm_01404
17,q01061,4,Which specific type of bird mesmerizes Andrew?,candidate_reranker,candidate_reranker,llm_01178,preference,0.6016301471668053,1.0,1.0,1.0,1.0,1,llm_01178
17,q01062,4,What did Andrew express missing about exploring nature trails with his family's dog?,candidate_reranker,candidate_reranker,llm_01189,emotion,0.9829269391230387,1.0,1.0,1.0,1.0,1,llm_01189
17,q01064,4,What kind of flowers does Audrey have a tattoo of?,candidate_reranker,candidate_reranker,llm_01304,event,0.9444115284721334,0.14285714285714285,0.0,0.0,0.0,7,llm_01201
17,q01069,4,How did Audrey hear about the workshop on bonding with pets?,candidate_reranker,candidate_reranker,llm_01224,plan,0.9903094804035408,0.5,0.0,1.0,1.0,2,llm_01225
17,q01072,4,Why did Audrey think positive reinforcement training is important for pets?,candidate_reranker,candidate_reranker,llm_01409,plan,0.6953477074847217,0.14285714285714285,0.0,0.0,0.0,7,llm_01227
17,q01075,4,What outdoor activities does Andrew plan on trying after the rock climbing class?,candidate_reranker,candidate_reranker,llm_01237,plan,0.9952588225031168,0.5,0.0,1.0,1.0,2,llm_01238
17,q01078,4,"What did Audrey and her friends stumble across during a hike a few years back, as mentioned on June 26, 2023?",candidate_reranker,candidate_reranker,llm_01255,event,0.9505941837602451,1.0,1.0,1.0,1.0,1,llm_01255
17,q01080,4,"What dish is one of Audrey's favorite dishes that includes garlic and is shared with Andrew on 3 July, 2023?",candidate_reranker,candidate_reranker,llm_01264,preference,0.9381892850954469,1.0,1.0,1.0,1.0,1,llm_01264
17,q01081,4,"What did Andrew and his GF do on the Monday before July 24, 2023?",candidate_reranker,candidate_reranker,llm_01286,event,0.9507867343118088,1.0,1.0,1.0,1.0,1,llm_01286
17,q01083,4,"What special memories does Audrey have with her childhood dog, Max?",candidate_reranker,candidate_reranker,llm_01292,emotion,0.8812136662811821,1.0,1.0,1.0,1.0,1,llm_01292
17,q01085,4,"What type of classes did Audrey start with her pups recently on 4 August, 2023?",candidate_reranker,candidate_reranker,llm_01317,skill,0.9283996114721285,0.3333333333333333,0.0,1.0,1.0,3,llm_01299
17,q01087,4,How long did the trail hike that Audrey went on with her pups take?,candidate_reranker,candidate_reranker,llm_01301,event,0.9762679800497691,1.0,1.0,1.0,1.0,1,llm_01301
17,q01089,4,What is essential to keep the dogs looking good according to Audrey?,candidate_reranker,candidate_reranker,llm_01400,family,0.3904081038368284,0.05,0.0,0.0,0.0,20,llm_01327
17,q01104,4,How does Audrey help out the animal shelter?,candidate_reranker,candidate_reranker,llm_01370,other,0.8378275941917277,0.5,0.0,1.0,1.0,2,llm_01369
17,q01106,4,What did Audrey make to thank her neighbors?,candidate_reranker,candidate_reranker,llm_01376,event,0.9849963326591504,1.0,1.0,1.0,1.0,1,llm_01376
17,q01107,4,How do Audrey's dogs react to snow?,candidate_reranker,candidate_reranker,llm_01380,preference,0.9943814611152324,1.0,1.0,1.0,1.0,1,llm_01380
17,q01110,4,What activity do Andrew and Buddy enjoy doing together?,candidate_reranker,candidate_reranker,llm_01392,hobby,0.9051694658997879,1.0,1.0,1.0,1.0,1,llm_01392
17,q01113,4,Which type of sushi did Audrey suggest trying first to someone new to sushi?,candidate_reranker,candidate_reranker,llm_01403,preference,0.9468360421825754,1.0,1.0,1.0,1.0,1,llm_01403
17,q01115,4,"What did Andrew and Audrey plan to do on the Saturday after October 28, 2023?",candidate_reranker,candidate_reranker,llm_01411,plan,0.9363243843494161,1.0,1.0,1.0,1.0,1,llm_01411
17,q01123,5,Which specific type of bird mesmerizes Audrey?,candidate_reranker,candidate_reranker,llm_01436,family,0.2652859118864206,0.0,0.0,0.0,0.0,0,
17,q01124,5,What kind of flowers does Andrew have a tattoo of?,candidate_reranker,candidate_reranker,llm_01304,event,0.8266744957841717,0.0,0.0,0.0,0.0,0,
17,q01125,5,What type of dog was Audrey looking to adopt based on her living space?,candidate_reranker,candidate_reranker,llm_01214,goal,0.9792057163596908,0.5,0.0,1.0,1.0,2,llm_01215
17,q01126,5,Why did Audrey sign up for a workshop about car maintenance?,candidate_reranker,candidate_reranker,llm_01224,plan,0.9288783846683566,1.0,1.0,1.0,1.0,1,llm_01224
17,q01130,5,What challenge is Audrey facing in their search for a pet?,candidate_reranker,candidate_reranker,llm_01244,family,0.22524431649777066,0.5,0.0,1.0,1.0,2,llm_01233
17,q01131,5,What indoor activities does Andrew plan on trying after the rock climbing class?,candidate_reranker,candidate_reranker,llm_01237,plan,0.8599455819641999,0.25,0.0,0.0,1.0,4,llm_01238
17,q01134,5,What is the name of Andrew's childhood dog?,candidate_reranker,candidate_reranker,llm_01314,family,0.3615295409354372,0.3333333333333333,0.0,1.0,1.0,3,llm_01291
17,q01136,5,What are some of the personalities of Andrew's four fur babies?,candidate_reranker,candidate_reranker,llm_01289,family,0.9417596561026044,0.3333333333333333,0.0,1.0,1.0,3,llm_01290
17,q01152,5,How does Andrew describe his dogs' response to snow?,candidate_reranker,candidate_reranker,llm_01380,preference,0.8958722951017772,1.0,1.0,1.0,1.0,1,llm_01380
17,q01156,5,Which type of pizza did Audrey suggest trying first to someone new to Italian cuisine?,candidate_reranker,candidate_reranker,llm_01403,preference,0.8960439065635073,1.0,1.0,1.0,1.0,1,llm_01403
17,q01157,5,How often does Andrew meet up with other dog owners for tips and playdates?,candidate_reranker,candidate_reranker,llm_01419,plan,0.9348501216113508,1.0,1.0,1.0,1.0,1,llm_01419
17,q01160,1,Which places or events have John and James planned to meet at?,candidate_reranker,candidate_reranker,llm_01011,event,0.5417627264121426,0.5,0.0,1.0,1.0,2,llm_01644
17,q01161,1,Do both James and John have pets?,candidate_reranker,candidate_reranker,llm_01598,plan,0.6733201772271673,0.06666666666666667,0.0,0.0,0.0,15,llm_01461
17,q01163,1,What are John and James' favorite games?,candidate_reranker,candidate_reranker,llm_01656,relationship,0.8329921251359446,0.5,0.0,1.0,1.0,2,llm_01470
17,q01164,3,Does James live in Connecticut?,candidate_reranker,candidate_reranker,llm_01574,family,0.23583912081756395,0.2,0.0,0.0,1.0,5,llm_01483
17,q01170,3,Did James have a girlfriend during April 2022?,candidate_reranker,candidate_reranker,llm_01644,plan,0.3462281513572579,0.07692307692307693,0.0,0.0,0.0,13,llm_01493
17,q01172,2,When did James buy himself a new adventure book?,candidate_reranker,candidate_reranker,llm_01511,event,0.9878055834963806,1.0,1.0,1.0,1.0,1,llm_01511
17,q01177,3,Was James feeling lonely before meeting Samantha?,candidate_reranker,candidate_reranker,llm_01716,relationship,0.8690519454003454,0.06666666666666667,0.0,0.0,0.0,15,llm_01525
17,q01178,1,How many charity tournaments has John organized till date?,candidate_reranker,candidate_reranker,llm_01530,event,0.6193775354942462,1.0,1.0,1.0,1.0,1,llm_01530
17,q01181,2,When will John start his new job?,candidate_reranker,candidate_reranker,llm_01606,work,0.7162605961873713,0.5,0.0,1.0,1.0,2,llm_01553
17,q01183,3,Are John and James fans of the same football team?,candidate_reranker,candidate_reranker,llm_01556,preference,0.9670887754198725,1.0,1.0,1.0,1.0,1,llm_01556
17,q01190,2,"Where was James at on July 12, 2022?",candidate_reranker,candidate_reranker,llm_01590,plan,0.4743840734062077,1.0,1.0,1.0,1.0,1,llm_01590
17,q01192,1,Which countries did James visit in July 2022?,candidate_reranker,candidate_reranker,llm_01599,event,0.42072804981977513,1.0,1.0,1.0,1.0,1,llm_01599
17,q01193,3,What additional country did James visit during his trip to Canada?,candidate_reranker,candidate_reranker,llm_01599,event,0.7961075270087163,1.0,1.0,1.0,1.0,1,llm_01599
17,q01197,2,When did John start his job in IT?,candidate_reranker,candidate_reranker,llm_01605,work,0.7937043649780001,1.0,1.0,1.0,1.0,1,llm_01605
17,q01200,2,When did James take his 3 dogs to the beach?,candidate_reranker,candidate_reranker,llm_01620,event,0.9246398805888697,1.0,1.0,1.0,1.0,1,llm_01620
17,q01201,2,When did John plan his next meeting with his siblings?,candidate_reranker,candidate_reranker,llm_01631,plan,0.9515237363908504,1.0,1.0,1.0,1.0,1,llm_01631
17,q01204,2,When did John and James meet at McGee's bar?,candidate_reranker,candidate_reranker,llm_01644,plan,0.9572186883756231,1.0,1.0,1.0,1.0,1,llm_01644
17,q01205,2,When did James ask Samantha to be his girlfriend?,candidate_reranker,candidate_reranker,llm_01657,relationship,0.9518747590070143,1.0,1.0,1.0,1.0,1,llm_01657
17,q01206,2,"When did James, Samantha and John go to the baseball game together?",candidate_reranker,candidate_reranker,llm_01661,plan,0.9969211086782706,1.0,1.0,1.0,1.0,1,llm_01661
17,q01207,1,What gaming equipments did John buy or refurbish?,candidate_reranker,candidate_reranker,llm_01662,hobby,0.7244408553278231,1.0,1.0,1.0,1.0,1,llm_01662
17,q01208,2,When did James start taking cooking classes?,candidate_reranker,candidate_reranker,llm_01663,hobby,0.609717507629073,1.0,1.0,1.0,1.0,1,llm_01663
17,q01212,1,What kind of programming-related events has John hosted?,candidate_reranker,candidate_reranker,llm_01609,goal,0.5471515160528475,0.3333333333333333,0.0,1.0,1.0,3,llm_01701
17,q01214,1,Which of James's family members have visited him in the last year?,candidate_reranker,candidate_reranker,llm_01707,event,0.5780955424553224,1.0,1.0,1.0,1.0,1,llm_01707
17,q01215,2,When did James' mother and her friend visit him?,candidate_reranker,candidate_reranker,llm_01707,event,0.984195443115995,1.0,1.0,1.0,1.0,1,llm_01707
17,q01217,2,When did John and his gaming friends organize the charity tournament?,candidate_reranker,candidate_reranker,llm_01714,event,0.6463700326956558,1.0,1.0,1.0,1.0,1,llm_01714
17,q01222,2,How long did John practice chess for before winning the chess tournament?,candidate_reranker,candidate_reranker,llm_01720,event,0.9922464465852671,1.0,1.0,1.0,1.0,1,llm_01720
17,q01225,4,What programming languages has James worked with?,candidate_reranker,candidate_reranker,llm_01492,event,0.7644159034724937,0.5,0.0,1.0,1.0,2,llm_01441
17,q01230,4,"What instrument is John learning to play as of 27 March, 2022?",candidate_reranker,candidate_reranker,llm_01643,plan,0.3603750531393343,0.5,0.0,1.0,1.0,2,llm_01465
17,q01233,4,What game was James playing in the online gaming tournament in April 2022?,candidate_reranker,candidate_reranker,llm_01583,event,0.8635554853579799,0.2,0.0,0.0,1.0,5,llm_01480
17,q01238,4,Why did James embody the appearance of the game character from the woman he saw during a walk?,candidate_reranker,candidate_reranker,llm_01493,emotion,0.9851139496056459,1.0,1.0,1.0,1.0,1,llm_01493
17,q01239,4,What inspired James to create the game character in the virtual world?,candidate_reranker,candidate_reranker,llm_01699,preference,0.9523612727077861,0.3333333333333333,0.0,1.0,1.0,3,llm_01493
17,q01242,4,What kind of assignment was giving John a hard time at work?,candidate_reranker,candidate_reranker,llm_00529,work,0.3409321150516249,0.2,0.0,0.0,1.0,5,llm_01502
17,q01243,4,"What breed is Daisy, one of James' dogs?",candidate_reranker,candidate_reranker,llm_01575,family,0.8041820104701353,0.3333333333333333,0.0,1.0,1.0,3,llm_01523
17,q01245,4,What type of pizza is John's favorite?,candidate_reranker,candidate_reranker,llm_01527,preference,0.9941864787822953,1.0,1.0,1.0,1.0,1,llm_01527
17,q01247,4,What did John and his friends do with the remaining money after helping the dog shelter?,candidate_reranker,candidate_reranker,llm_01532,event,0.9015195859375339,1.0,1.0,1.0,1.0,1,llm_01532
17,q01250,4,What did John create for the charitable foundation that helped generate reports for analysis?,candidate_reranker,candidate_reranker,llm_01537,event,0.9737335324826376,0.5,0.0,1.0,1.0,2,llm_01538
17,q01251,4,What did John receive for achieving second place in the tournament?,candidate_reranker,candidate_reranker,llm_01547,event,0.9355772417863975,1.0,1.0,1.0,1.0,1,llm_01547
17,q01260,4,What did James enjoy doing on cold winter days?,candidate_reranker,candidate_reranker,llm_01587,preference,0.9694993961729254,1.0,1.0,1.0,1.0,1,llm_01587
17,q01262,4,Where did James plan to visit after Toronto?,candidate_reranker,candidate_reranker,llm_01589,plan,0.9890706301726301,1.0,1.0,1.0,1.0,1,llm_01589
17,q01271,4,Whose phone number did James receive during the beach outing?,candidate_reranker,candidate_reranker,llm_01621,relationship,0.4899658683252116,1.0,1.0,1.0,1.0,1,llm_01621
17,q01273,4,What is John organizing with his siblings?,candidate_reranker,candidate_reranker,llm_01631,plan,0.9349891897505417,1.0,1.0,1.0,1.0,1,llm_01631
17,q01278,4,Which company's headphones did John choose for gaming?,candidate_reranker,candidate_reranker,llm_01662,hobby,0.9717624025575984,1.0,1.0,1.0,1.0,1,llm_01662
17,q01279,4,What did James and Samantha discover they both enjoy at McGee's bar?,candidate_reranker,candidate_reranker,llm_01718,preference,0.9121624314038272,0.5,0.0,1.0,1.0,2,llm_01660
17,q01285,4,Where does James get his ideas from?,candidate_reranker,candidate_reranker,llm_01668,preference,0.993047815930505,1.0,1.0,1.0,1.0,1,llm_01668
17,q01287,4,What kind of music does John like?,candidate_reranker,candidate_reranker,llm_01672,preference,0.4408035115463057,1.0,1.0,1.0,1.0,1,llm_01672
17,q01291,4,What type of game is John's upcoming mobile game?,candidate_reranker,candidate_reranker,llm_01681,work,0.8338966631864035,1.0,1.0,1.0,1.0,1,llm_01681
17,q01292,4,What does John do to stay informed and constantly learn about game design?,candidate_reranker,candidate_reranker,llm_01684,hobby,0.9807379261594079,1.0,1.0,1.0,1.0,1,llm_01684
17,q01295,4,What kind of games is James excited to play with his new video card?,candidate_reranker,candidate_reranker,llm_01694,event,0.9906580537194066,0.3333333333333333,0.0,1.0,1.0,3,llm_01695
17,q01298,4,What did James lose progress on due to a power outage?,candidate_reranker,candidate_reranker,llm_01703,event,0.9682656682069412,1.0,1.0,1.0,1.0,1,llm_01703
17,q01300,4,"What was the purpose of the gaming tournament organized by John on 31 October, 2022?",candidate_reranker,candidate_reranker,llm_01714,event,0.5777719281673049,1.0,1.0,1.0,1.0,1,llm_01714
17,q01304,4,"What game is John hooked on playing on 5 November, 2022?",candidate_reranker,candidate_reranker,llm_01618,hobby,0.49311511139297104,0.5,0.0,1.0,1.0,2,llm_01724
17,q01311,5,Which country did John visit in 2021?,candidate_reranker,candidate_reranker,llm_01498,event,0.7271636179070389,0.0,0.0,0.0,0.0,0,
17,q01312,5,What kind of assignment was giving James a hard time at work?,candidate_reranker,candidate_reranker,llm_02440,emotion,0.5966372587796582,0.058823529411764705,0.0,0.0,0.0,17,llm_01502
17,q01321,5,"What new hobby did John become interested in on 9 July, 2022?",candidate_reranker,candidate_reranker,llm_02107,hobby,0.4859907556220484,0.3333333333333333,0.0,1.0,1.0,3,llm_01584
17,q01325,5,What happened to James's kitten during the recent visit to the clinic?,candidate_reranker,candidate_reranker,llm_01612,event,0.9115648158624665,1.0,1.0,1.0,1.0,1,llm_01612
17,q01339,5,What inspired James to create his painting?,candidate_reranker,candidate_reranker,llm_01699,preference,0.7813709571388084,1.0,1.0,1.0,1.0,1,llm_01699
17,q01342,5,"What decision did John and Samantha make on 31 October, 2022?",candidate_reranker,candidate_reranker,llm_01716,relationship,0.20006811144705114,1.0,1.0,1.0,1.0,1,llm_01716
17,q01344,5,Why did John and Samantha choose an apartment near McGee's bar?,candidate_reranker,candidate_reranker,llm_01718,preference,0.8600760005883746,1.0,1.0,1.0,1.0,1,llm_01718
17,q01352,2,When did Jolene's mom gift her a pendant?,candidate_reranker,candidate_reranker,llm_01734,preference,0.8816988256671462,0.5,0.0,1.0,1.0,2,llm_01733
17,q01353,3,In what country did Jolene's mother buy her the pendant?,candidate_reranker,candidate_reranker,llm_01733,family,0.9382013801441628,1.0,1.0,1.0,1.0,1,llm_01733
17,q01365,2,When did Jolene buy her pet Seraphim?,candidate_reranker,candidate_reranker,llm_01800,family,0.8613402213867157,0.2,0.0,0.0,1.0,5,llm_01749
17,q01367,1,How many times has Jolene been to France?,candidate_reranker,candidate_reranker,llm_01919,hobby,0.5102382107706496,0.1111111111111111,0.0,0.0,0.0,9,llm_01733
17,q01368,1,Which games have Jolene and her partner played together?,candidate_reranker,candidate_reranker,llm_01757,relationship,0.6233963178628908,0.25,0.0,0.0,1.0,4,llm_01867
17,q01369,2,"When do Jolene and her partner plan to complete the game ""Walking Dead""?",candidate_reranker,candidate_reranker,llm_01752,plan,0.996528863157023,1.0,1.0,1.0,1.0,1,llm_01752
17,q01370,2,When did Deborah meet Anna?,candidate_reranker,candidate_reranker,llm_01860,event,0.989777555499333,0.5,0.0,1.0,1.0,2,llm_01755
17,q01371,3,Why did Jolene sometimes put off doing yoga?,candidate_reranker,candidate_reranker,llm_01919,hobby,0.7629282469975199,0.0,0.0,0.0,0.0,0,
17,q01377,2,When did Jolene have a mini-retreat to reflect on her career?,candidate_reranker,candidate_reranker,llm_01770,event,0.9941031177864794,1.0,1.0,1.0,1.0,1,llm_01770
17,q01379,2,When was the last photo of Deborah and Karlie taken?,candidate_reranker,candidate_reranker,llm_01781,relationship,0.9103141770444797,1.0,1.0,1.0,1.0,1,llm_01781
17,q01387,1,What time management techniques do Deborah and Jolene use?,candidate_reranker,candidate_reranker,llm_01813,goal,0.7197432171890472,0.16666666666666666,0.0,0.0,0.0,6,llm_01819
17,q01397,4,How long has Jolene been doing yoga and meditation?,candidate_reranker,candidate_reranker,llm_01919,hobby,0.8830755234321137,0.5,0.0,1.0,1.0,2,llm_01848
17,q01398,2,Which year did Jolene start practicing yoga?,candidate_reranker,candidate_reranker,llm_01935,hobby,0.7718524487342199,0.25,0.0,0.0,1.0,4,llm_01848
17,q01399,2,When did Jolene buy a new aquarium for Seraphim?,candidate_reranker,candidate_reranker,llm_01855,event,0.9810894611006892,1.0,1.0,1.0,1.0,1,llm_01855
17,q01410,4,Where did Deborah get her cats?,candidate_reranker,candidate_reranker,llm_01984,event,0.4565985336567395,0.3333333333333333,0.0,1.0,1.0,3,llm_01938
17,q01412,4,Does Deborah like cats?,candidate_reranker,candidate_reranker,llm_01863,preference,0.5840542423364542,1.0,1.0,1.0,1.0,1,llm_01863
17,q01413,2,Which country was Jolene located in during the last week of August 2023?,candidate_reranker,candidate_reranker,llm_01956,education,0.37535972541611595,0.07142857142857142,0.0,0.0,0.0,14,llm_01939
17,q01417,4,Have Deborah and Jolene been to Rio de Janeiro?,candidate_reranker,candidate_reranker,llm_01946,event,0.9900397459461304,1.0,1.0,1.0,1.0,1,llm_01946
17,q01420,4,When did Jolene's parents give her first console?,candidate_reranker,candidate_reranker,llm_01952,hobby,0.9805003369638968,1.0,1.0,1.0,1.0,1,llm_01952
