split_seed,query_id,query_type,rank,memory_id,memory_type,memory_text,learned_score,is_relevant
17,q00342,1,9,llm_00621,plan,John is considering joining local organizations or volunteering programs to make a difference.,0.2437747178157073,False
17,q00342,1,10,llm_00591,work,John served in the military in the past.,0.24264560969721222,False
17,q00347,1,1,llm_00560,event,"John's old area was hit by a nasty flood last week, causing many homes to be ruined due to poor infrastructure.",0.8988096183246618,True
17,q00347,1,2,llm_00561,plan,John is organizing a meeting to discuss solutions for the flood damage in his community.,0.29438933243018,False
17,q00347,1,3,llm_02291,event,"Calvin's place got flooded last week, but he saved his music gear and favorite microphone.",0.1267381523202062,False
17,q00347,1,4,llm_00487,event,"John experienced a power cut in his area last week, which made him realize the importance of upgrading infrastructure.",0.11923188431749339,False
17,q00347,1,5,llm_00540,event,"Maria was in a car accident yesterday when a car ran a red light and hit her, but everyone is okay.",0.11740940971098458,False
17,q00347,1,6,llm_01131,event,John discovered a peaceful spot with rocks and a river while hiking.,0.11078154588583772,False
17,q00347,1,7,llm_02222,event,Evan had a pee accident near someone's roses after drinking too much with friends yesterday.,0.09758595261194816,False
17,q00347,1,8,llm_00134,event,Caroline saw a rainbow sidewalk for Pride Month in her neighborhood.,0.09555643432949058,False
17,q00347,1,9,llm_01971,event,Deborah had a tough week because a storm forced her to cancel her yoga getaway.,0.09127090066515665,False
17,q00347,1,10,llm_00374,other,John's interest in education and infrastructure stems from growing up in a neighborhood affected by lack of education and crumbling infrastructure.,0.0891203304754398,False
17,q00348,2,1,llm_00560,event,"John's old area was hit by a nasty flood last week, causing many homes to be ruined due to poor infrastructure.",0.9818348304467952,True
17,q00348,2,2,llm_01142,event,"John organized a basketball camp for kids in his hometown last summer, which was a memorable experience.",0.18653403869937715,False
17,q00348,2,3,llm_00561,plan,John is organizing a meeting to discuss solutions for the flood damage in his community.,0.13325180753419535,False
17,q00348,2,4,llm_01066,health,John has an injury that has made the week tough for him.,0.0935584949004033,False
17,q00348,2,5,llm_00491,goal,"John wants to work on improving his old area, West County.",0.07685143361530458,False
17,q00348,2,6,llm_00591,work,John served in the military in the past.,0.0660087357558911,False
17,q00348,2,7,llm_00974,event,John visited home last week and caught up with family and old friends.,0.05252124766724585,False
17,q00348,2,8,llm_01116,event,John's favorite basketball game was when his team was down 10 in the 4th and he hit a buzzer-beater shot to win.,0.044059774329149176,False
17,q00348,2,9,llm_01122,health,John recently suffered an injury that caused him to miss some basketball games.,0.03911743052601258,False
17,q00348,2,10,llm_00925,hobby,John started surfing five years ago.,0.038240464990730284,False
17,q00349,1,1,llm_00605,event,Maria did community work with friends from church yesterday.,0.9812905572838191,False
17,q00349,1,2,llm_00514,event,Maria went camping with friends from church last weekend.,0.5959814422197997,False
17,q00349,1,3,llm_00484,hobby,Maria is involved in charity work and finds it rewarding and fulfilling.,0.48730421577681376,False
17,q00349,1,4,llm_00383,hobby,"Maria enjoys watching movies, hiking, and having game nights with her friends.",0.39898541421918987,False
17,q00349,1,5,llm_00568,event,Maria had a picnic with friends from church last weekend.,0.38990097210041375,True
17,q00349,1,6,llm_00469,activity,Maria is volunteering at a homeless shelter.,0.3865764529848873,False
17,q00349,1,7,llm_00539,hobby,Maria volunteers at a shelter and recently met kids there.,0.33986452913653964,False
17,q00349,1,8,llm_00578,plan,Maria plans to explore more and volunteer at shelters next month.,0.33626113422258924,False
17,q00349,1,9,llm_00378,other,Maria volunteers at a homeless shelter.,0.3255261177401754,False
17,q00349,1,10,llm_00477,hobby,Maria volunteers.,0.3237484384122876,False
17,q00354,1,1,llm_00584,event,Maria dropped off baked goods at a homeless shelter last week.,0.9321729283593265,True
17,q00354,1,2,llm_00536,event,"Maria volunteered at a shelter and felt great to help, even if just for a bit.",0.5584112534289614,False
17,q00354,1,3,llm_00463,event,Maria helped organize a meal for shelter residents last week.,0.435815925102284,False
17,q00354,1,4,llm_00369,hobby,Maria volunteers at a homeless shelter.,0.3809759586078466,False
17,q00354,1,5,llm_00595,hobby,Maria volunteers at a homeless shelter.,0.32352563651264526,False
17,q00354,1,6,llm_00503,event,Maria's fundraiser includes a chili cook-off.,0.1981445981986568,False
17,q00354,1,7,llm_00609,event,Maria volunteered at a homeless shelter last week and received a medal.,0.18684332457155667,False
17,q00354,1,8,llm_00378,other,Maria volunteers at a homeless shelter.,0.1847515212467117,False
17,q00354,1,9,llm_00469,activity,Maria is volunteering at a homeless shelter.,0.17823922479197365,False
17,q00354,1,10,llm_00511,hobby,Maria started volunteering at a local dog shelter once a month.,0.1715964753350939,False
17,q00360,2,1,llm_00609,event,Maria volunteered at a homeless shelter last week and received a medal.,0.9858958161336268,True
17,q00360,2,2,llm_00595,hobby,Maria volunteers at a homeless shelter.,0.17930223351940705,False
17,q00360,2,3,llm_00460,work,Maria volunteers at a homeless shelter.,0.16482959266900682,False
17,q00360,2,4,llm_00438,work,Maria volunteers at a homeless shelter.,0.1537941171091479,False
17,q00360,2,5,llm_00369,hobby,Maria volunteers at a homeless shelter.,0.1414333133677256,False
17,q00360,2,6,llm_00469,activity,Maria is volunteering at a homeless shelter.,0.13587978516065938,False
17,q00360,2,7,llm_00378,other,Maria volunteers at a homeless shelter.,0.12929187218487032,False
17,q00360,2,8,llm_00424,activity,Maria volunteers at a homeless shelter.,0.1146138297774625,False
17,q00360,2,9,llm_00596,event,Maria started volunteering at the homeless shelter about a year ago after witnessing a family struggling on the streets.,0.06706216635347699,False
17,q00360,2,10,llm_00439,preference,Maria builds connections at the homeless shelter by listening and showing compassion.,0.06465296898790857,False
17,q00370,4,1,llm_00372,goal,John hopes to get into local politics.,0.9762928569317919,True
17,q00370,4,2,llm_00402,goal,"John is pursuing political goals and has been looking into local politics, talking to community leaders, and learning about neighborhood needs.",0.5946535779483989,False
17,q00370,4,3,llm_00551,goal,John is passionate about improving communities through education and infrastructure.,0.2351443407793813,False
17,q00370,4,4,llm_00380,goal,John is passionate about improving education in his area.,0.21265668826243964,False
17,q00370,4,5,llm_00547,preference,John believes it's important to stand up for what he believes in.,0.21049317923493283,False
17,q00370,4,6,llm_00442,goal,John is considering going into policymaking.,0.18741887318559644,False
17,q00370,4,7,llm_00417,goal,John is running for political office because he wants to serve his country and community.,0.17591414377510103,False
17,q00370,4,8,llm_00425,goal,John decided to run for office again because he saw the impact he could make in the community through politics.,0.15421404450702847,False
17,q00370,4,9,llm_00483,goal,John is determined to make a difference in his community through running for office.,0.12122605064903333,False
17,q00370,4,10,llm_00465,hobby,"John is blogging about politics and government, focusing on education reform and infrastructure development.",0.11877782327718363,False
17,q00372,4,1,llm_00375,event,"John was involved in getting funding for a school last year, which enabled repairs and renovations.",0.7889031516809355,True
17,q00372,4,2,llm_00443,goal,John is interested in improving education and infrastructure.,0.4242149255962181,False
17,q00372,4,3,llm_00380,goal,John is passionate about improving education in his area.,0.2808702186441424,False
17,q00372,4,4,llm_00456,goal,John plans to keep pushing for kids in the community who need help.,0.265404423163099,False
17,q00372,4,5,llm_00953,plan,John is teaming up with a local organization to help disadvantaged kids with sports and school.,0.2366965975026066,False
17,q00372,4,6,llm_00253,emotion,Jon is motivated by seeing his students succeed.,0.23111480954410107,False
17,q00372,4,7,llm_00373,goal,John is passionate about improving education and infrastructure in his community.,0.1684927217056659,False
17,q00372,4,8,llm_00455,emotion,John found volunteering at the career fair rewarding and was inspired to help kids with lack of resources.,0.13574124141941554,False
17,q00372,4,9,llm_01715,other,John has a photo from the gaming tournament that he shared with James.,0.1302909051298917,False
17,q00372,4,10,llm_00527,family,John has a family that supports him.,0.11656523990844626,False
17,q00374,4,1,llm_00378,other,Maria volunteers at a homeless shelter.,0.8100614510781443,True
17,q00374,4,2,llm_00424,activity,Maria volunteers at a homeless shelter.,0.5214368515234948,False
17,q00374,4,3,llm_00438,work,Maria volunteers at a homeless shelter.,0.25329123393808667,False
17,q00374,4,4,llm_00595,hobby,Maria volunteers at a homeless shelter.,0.23549032623706706,False
17,q00374,4,5,llm_00469,activity,Maria is volunteering at a homeless shelter.,0.21592235066397553,False
17,q00374,4,6,llm_00452,event,Maria participated in a 5K charity run for a homeless shelter last weekend.,0.2026110693055412,False
17,q00374,4,7,llm_00460,work,Maria volunteers at a homeless shelter.,0.1907455305945573,False
17,q00374,4,8,llm_00377,event,Maria donated her old car to a homeless shelter she volunteers at yesterday.,0.17382702200942482,True
17,q00374,4,9,llm_00369,hobby,Maria volunteers at a homeless shelter.,0.16240911423026,False
17,q00374,4,10,llm_00584,event,Maria dropped off baked goods at a homeless shelter last week.,0.11687674420497497,False
17,q00376,4,1,llm_00387,event,John joined a service-focused online group last week.,0.7510339557035072,True
17,q00376,4,2,llm_01622,event,John joined an online programming group last Friday.,0.5295281740226938,False
17,q00376,4,3,llm_00594,goal,John asked family and friends to join a virtual support group and be advocates for the military.,0.37302630585603863,False
17,q00376,4,4,llm_00388,emotion,John feels a sense of connection and purpose with the service-focused online group.,0.2339670865577182,True
17,q00376,4,5,llm_01623,hobby,John is part of an online programming group focused on using tech for good.,0.18363866504967294,False
17,q00376,4,6,llm_00500,goal,John is working on a petition and has been getting back in touch with his buddies to gain support.,0.17933826347496323,False
17,q00376,4,7,llm_00444,other,John has been attending community meetings and getting involved in his community.,0.11073887694993756,False
17,q00376,4,8,llm_00603,goal,John is looking for opportunities in the tech industry.,0.10217550234815252,False
17,q00376,4,9,llm_01041,relationship,John has a supportive network of people outside of sports.,0.08085787197377765,False
17,q00376,4,10,llm_00567,relationship,John is part of an organization with passionate people that feels like a family.,0.049209202643207266,False
17,q00385,4,1,llm_00435,hobby,Maria made a painting inspired by her trip to London.,0.9561995248982812,True
17,q00385,4,2,llm_00434,event,"Maria visited London, England a few years ago and was inspired by the castles and architecture.",0.5437122069191533,True
17,q00385,4,3,llm_00479,event,Maria took a solo trip to Spain last year.,0.33196184708642656,False
17,q00385,4,4,llm_00517,event,Maria went on a family road trip to Oregon when she was younger.,0.30149123943913064,False
17,q00385,4,5,llm_00583,plan,Maria was about to bake cakes after the conversation.,0.1963180537003134,False
17,q00385,4,6,llm_00422,education,Maria recently took a creative writing class.,0.10312912231194986,False
17,q00385,4,7,llm_00445,event,Maria and John volunteered together last year.,0.09416189798321296,False
17,q00385,4,8,llm_00453,preference,Maria is passionate about charity work.,0.08574874194519783,False
17,q00385,4,9,llm_00480,event,Maria tried surfing for the first time during her solo trip to Spain.,0.0832551708125912,False
17,q00385,4,10,llm_00461,preference,Maria bought a cross necklace to feel closer to her faith.,0.08157923451808696,False
17,q00386,4,1,llm_00595,hobby,Maria volunteers at a homeless shelter.,0.4009845789214011,False
17,q00386,4,2,llm_00434,event,"Maria visited London, England a few years ago and was inspired by the castles and architecture.",0.3231039084343317,True
17,q00386,4,3,llm_00511,hobby,Maria started volunteering at a local dog shelter once a month.,0.23641356037300193,False
17,q00386,4,4,llm_00438,work,Maria volunteers at a homeless shelter.,0.23542604968774788,False
17,q00386,4,5,llm_00435,hobby,Maria made a painting inspired by her trip to London.,0.22383937110377108,True
17,q00386,4,6,llm_00469,activity,Maria is volunteering at a homeless shelter.,0.2136640926082747,False
17,q00386,4,7,llm_00440,hobby,Maria has been taking a poetry class to help express her feelings.,0.18421631673358052,False
17,q00386,4,8,llm_00461,preference,Maria bought a cross necklace to feel closer to her faith.,0.1718588548506924,False
17,q00386,4,9,llm_00558,hobby,"Maria is inspired by chatting to people, volunteering, and listening to music.",0.15202476404980408,False
17,q00386,4,10,llm_00459,event,Maria recently gave talks at the homeless shelter where she volunteers.,0.1126110413720217,False
17,q00389,4,1,llm_00514,event,Maria went camping with friends from church last weekend.,0.5440328058423987,False
17,q00389,4,2,llm_00414,event,Maria participated in a charity event last Friday (around 5 February 2023) and found it rewarding.,0.3626838398158203,False
17,q00389,4,3,llm_00568,event,Maria had a picnic with friends from church last weekend.,0.3179468287607785,False
17,q00389,4,4,llm_00452,event,Maria participated in a 5K charity run for a homeless shelter last weekend.,0.28576395280762784,True
17,q00389,4,5,llm_00502,plan,Maria is busy at the shelter preparing for a fundraiser next week.,0.2370256833472469,False
17,q00389,4,6,llm_00521,hobby,Maria joined a gym last week and is sticking to her workout routine.,0.23349866317334825,False
17,q00389,4,7,llm_00479,event,Maria took a solo trip to Spain last year.,0.2168207144742865,False
17,q00389,4,8,llm_00478,preference,"Maria maintains balance through exercise, music, and spending time with loved ones.",0.16051568563753107,False
17,q00389,4,9,llm_00182,event,Caroline passed the adoption agency interviews last Friday (20 October 2023).,0.1244498437067645,False
17,q00389,4,10,llm_00428,event,Maria's grandma passed away last week.,0.11000823156080873,False
17,q00390,4,1,llm_00454,event,John volunteered at a career fair at a local school last weekend.,0.993521025983424,True
17,q00390,4,2,llm_00571,event,John saw arts and crafts activities at a community event last month.,0.3575758434559353,False
17,q00390,4,3,llm_01580,plan,John plans to go with James to the volunteer organization this weekend.,0.19509633683565217,False
17,q00390,4,4,llm_00607,preference,John cares about volunteering.,0.19378699716028525,False
17,q00390,4,5,llm_00535,event,John attended a live music event with his family last week and had a blast.,0.10495294902942179,False
17,q00390,4,6,llm_00934,event,John and Anthony participated in a Harry Potter trivia contest at a charity event.,0.09984494223323365,False
17,q00390,4,7,llm_00545,event,John participated in a marching event for veterans' rights.,0.09652797514020478,False
17,q00390,4,8,llm_01105,event,John attended a charity event with Harry Potter trivia in August.,0.09396692269021964,False
17,q00390,4,9,llm_00621,plan,John is considering joining local organizations or volunteering programs to make a difference.,0.06639290904533304,False
17,q00390,4,10,llm_01581,plan,James agreed to take John to the volunteer organization this weekend and introduce him to the staff.,0.0661359402964879,False
17,q00393,4,1,llm_00465,hobby,"John is blogging about politics and government, focusing on education reform and infrastructure development.",0.9445974406992328,True
17,q00393,4,2,llm_00466,goal,John cares about making a real impact through his blogging and wants to raise awareness and start conversations for positive change.,0.6294955734356702,True
17,q00393,4,3,llm_01122,health,John recently suffered an injury that caused him to miss some basketball games.,0.26503045162707606,False
17,q00393,4,4,llm_00904,hobby,John has a sneaker collection and enjoys talking about it.,0.2214670240458933,False
17,q00393,4,5,llm_00915,event,John recently played a game and shared a picture from it.,0.1840951471299551,False
17,q00393,4,6,llm_00551,goal,John is passionate about improving communities through education and infrastructure.,0.17384228395447138,False
17,q00393,4,7,llm_00547,preference,John believes it's important to stand up for what he believes in.,0.17140412652770406,False
17,q00393,4,8,llm_02064,health,Sam has been experiencing health issues recently.,0.15663590067816321,False
17,q00393,4,9,llm_00607,preference,John cares about volunteering.,0.13698835757947075,False
17,q00393,4,10,llm_00984,hobby,John has been trying out cooking recipes and recently made a tasty soup.,0.10199388568843476,False
17,q00396,2,1,llm_00467,event,"John attended a convention with colleagues last month, where they were passionate about using tech for good in their community.",0.46475698825479117,True
17,q00396,2,2,llm_00901,event,John's season opener with the Minnesota Wolves is next week.,0.24019208251137533,False
17,q00396,2,3,llm_00516,event,John went on a mountaineering trip with workmates last week.,0.10206016106036893,False
17,q00396,2,4,llm_00991,event,John attended a local restaurant with new teammates last week.,0.09249540822945129,False
17,q00396,2,5,llm_00923,plan,John has a basketball game in Seattle next month.,0.0917013726909301,False
17,q00396,2,6,llm_01491,event,John met three new friends in his programming course last Tuesday.,0.09059701416614502,False
17,q00396,2,7,llm_00501,event,John went on a hiking trip with his workmates.,0.08931705072008801,False
17,q00396,2,8,llm_00472,plan,John and his family attend boot camps three times a week.,0.08428628834993486,False
17,q00396,2,9,llm_00993,plan,John is planning a team trip next month to explore a new city.,0.07888047106355067,False
17,q00396,2,10,llm_01824,event,"Jolene had a breakthrough with her engineering project on Friday, March 24, 2023.",0.07775056037536311,False
17,q00399,4,1,llm_00475,event,Maria and her mom made dinner together last night.,0.9761550200861905,False
17,q00399,4,2,llm_00564,event,Maria is having dinner with friends from the gym after the conversation.,0.5625929477192878,False
17,q00399,4,3,llm_00569,event,Maria played charades and a scavenger hunt at the picnic.,0.12068245931226765,False
17,q00399,4,4,llm_00568,event,Maria had a picnic with friends from church last weekend.,0.09026526041103049,False
17,q00399,4,5,llm_00583,plan,Maria was about to bake cakes after the conversation.,0.08697571197224781,False
17,q00399,4,6,llm_00503,event,Maria's fundraiser includes a chili cook-off.,0.051738099484246285,False
17,q00399,4,7,llm_00462,relationship,Maria feels that the people at the shelter have become like family to her.,0.05067746892735038,False
17,q00399,4,8,llm_00534,family,"Maria's family has been her rock, giving her words of encouragement and reminding her she is not alone.",0.04296855496157811,False
17,q00399,4,9,llm_00574,preference,Maria believes little acts of kindness can have a big effect.,0.04146212826041472,False
17,q00399,4,10,llm_00478,preference,"Maria maintains balance through exercise, music, and spending time with loved ones.",0.03947273391903315,False
17,q00408,4,1,llm_00515,event,John recently lost his pet Max.,0.4897903629436227,False
17,q00408,4,2,llm_00617,family,John has a dog named Max.,0.2253992560628487,False
17,q00408,4,3,llm_00507,event,John's family dog Max died recently after being part of the family for 10 years.,0.21997902279024564,True
17,q00408,4,4,llm_01260,event,"Audrey had a doggy playdate last Friday (around June 30, 2023).",0.18645305221818675,False
17,q00408,4,5,llm_01257,education,Audrey is taking a dog training course as of July 2023.,0.15974973209361018,False
17,q00408,4,6,llm_01265,other,Andrew is having difficulty finding dog-friendly rental spots as of July 2023.,0.14616074033470608,False
17,q00408,4,7,llm_00510,plan,John is considering adopting a rescue dog to teach his kids responsibility and compassion.,0.11143483898396415,False
17,q00408,4,8,llm_01854,family,"Jolene has a pet named Seraphim, which she bought last year.",0.0942699099088235,False
17,q00408,4,9,llm_01003,event,John got married to his girlfriend in an emotional wedding ceremony last week.,0.0707674738406623,False
17,q00408,4,10,llm_00618,event,John went on a camping trip with his dog Max last summer and enjoyed hiking and swimming.,0.06599929326400003,False
17,q00418,4,1,llm_00524,work,John got promoted to assistant manager at work.,0.8959867144237176,False
17,q00418,4,2,llm_00525,event,John has a trophy commemorating his journey and the obstacles he overcame to get his promotion.,0.4505491225961001,False
17,q00418,4,3,llm_00612,event,"John faced challenges organizing the 5K run, particularly getting sponsors.",0.4399400062560656,False
17,q00418,4,4,llm_00526,work,"John faced challenges including tech issues, workplace problems, and self-doubt before his promotion.",0.34046461064789196,True
17,q00418,4,5,llm_01135,work,John started doing seminars helping people with sports and marketing.,0.09808147560540308,False
17,q00418,4,6,llm_01024,work,"John faces challenges in mentoring because each player is different, but he adapts and motivates them.",0.09739633413273203,False
17,q00418,4,7,llm_00903,work,John faced a challenge fitting into the new team's style of play during pre-season.,0.08491987806290131,False
17,q00418,4,8,llm_00222,goal,Jon is working on his business despite obstacles.,0.06648470733163185,False
17,q00418,4,9,llm_00602,work,John lost his job at a mechanical engineering company.,0.05759407163071725,False
17,q00418,4,10,llm_01655,emotion,John is going through difficult times.,0.0486775214099955,False
17,q00419,4,1,llm_00524,work,John got promoted to assistant manager at work.,0.9500220258252094,False
17,q00419,4,2,llm_00525,event,John has a trophy commemorating his journey and the obstacles he overcame to get his promotion.,0.43213628305191715,False
17,q00419,4,3,llm_01169,emotion,John feels that the endorsement validated his hard work and training hours.,0.2950053755119066,False
17,q00419,4,4,llm_01040,emotion,John is motivated by his teammates believing in him and his love for improving his skills.,0.2451194838178728,False
17,q00419,4,5,llm_01022,work,John is mentoring younger players on his team during the off-season.,0.17726729426893503,False
17,q00419,4,6,llm_00575,work,John is enjoying his new job and finds his team encouraging and inspiring.,0.14737421820467458,False
17,q00419,4,7,llm_01134,other,John's team has grown most in communication and bonding.,0.11183892368499189,False
17,q00419,4,8,llm_00939,relationship,John feels his team is like a family away from home and they support him in sports and other aspects of life.,0.07426102522596005,False
17,q00419,4,9,llm_00315,event,Jon was mentored by a business person yesterday and felt inspired.,0.07323149829064776,False
17,q00419,4,10,llm_00526,work,"John faced challenges including tech issues, workplace problems, and self-doubt before his promotion.",0.059635876083875536,True
17,q00428,4,1,llm_00583,plan,Maria was about to bake cakes after the conversation.,0.2473031468503084,False
17,q00428,4,2,llm_00605,event,Maria did community work with friends from church yesterday.,0.17165896634388064,False
17,q00428,4,3,llm_01257,education,Audrey is taking a dog training course as of July 2023.,0.11979812326240295,False
17,q00428,4,4,llm_00562,plan,Maria agreed to join John's meeting to discuss community solutions.,0.09124315527086171,False
17,q00428,4,5,llm_00578,plan,Maria plans to explore more and volunteer at shelters next month.,0.08367556646215447,False
17,q00428,4,6,llm_00414,event,Maria participated in a charity event last Friday (around 5 February 2023) and found it rewarding.,0.08089985367355106,False
17,q00428,4,7,llm_00538,plan,Maria plans to continue volunteering at the shelter as her way of spreading kindness and positivity.,0.07399954148020586,False
17,q00428,4,8,llm_00098,event,Melanie celebrated her daughter's birthday with a concert by Matt Patterson on the evening before 14 August 2023.,0.06680928088009493,False
17,q00428,4,9,llm_02087,event,Evan went on a road trip last month (July 2023) and enjoyed amazing views.,0.06383895590289437,False
17,q00428,4,10,llm_00113,plan,"Caroline and Melanie plan to do something special together this summer, possibly a family outing or a trip just the two of them.",0.05308169912706122,False
17,q00429,4,1,llm_00568,event,Maria had a picnic with friends from church last weekend.,0.9787732986133191,False
17,q00429,4,2,llm_00605,event,Maria did community work with friends from church yesterday.,0.44326202849363416,False
17,q00429,4,3,llm_00569,event,Maria played charades and a scavenger hunt at the picnic.,0.41476370769326415,True
17,q00429,4,4,llm_00576,event,Maria went hiking with church friends last weekend and found it refreshing.,0.3291255844183885,False
17,q00429,4,5,llm_00577,preference,"Maria wanted to make connections, laugh, and enjoy nature during the hike.",0.29195133912492016,False
17,q00429,4,6,llm_00514,event,Maria went camping with friends from church last weekend.,0.23516869122277878,False
17,q00429,4,7,llm_00585,goal,Maria is motivated to help people.,0.13175658939238083,False
17,q00429,4,8,llm_00053,event,Caroline had a picnic with friends and family last week.,0.06850515574318727,False
17,q00429,4,9,llm_00539,hobby,Maria volunteers at a shelter and recently met kids there.,0.04129712553449667,False
17,q00429,4,10,llm_00438,work,Maria volunteers at a homeless shelter.,0.03085880100200544,False
17,q00430,4,1,llm_00565,event,John visited a veteran's hospital last week and met an elderly veteran named Samuel.,0.9860355210679924,True
17,q00430,4,2,llm_00573,preference,John values spreading positivity and making a difference.,0.22244645232117533,False
17,q00430,4,3,llm_00600,emotion,John's kids were awestruck and humbled by the military memorial visit.,0.17118873898349743,False
17,q00430,4,4,llm_00607,preference,John cares about volunteering.,0.16125613207827116,False
17,q00430,4,5,llm_00498,emotion,John feels stressed but rewarded by his veterans project.,0.15329960177059584,False
17,q00430,4,6,llm_00546,preference,John has great respect for the military and wanted to show support.,0.11711706316437373,False
17,q00430,4,7,llm_01127,emotion,John is motivated to keep pushing and staying positive in his recovery.,0.11159608818542661,False
17,q00430,4,8,llm_00601,preference,John believes it's important to teach kids to respect and appreciate those who served the country.,0.09401439990367261,False
17,q00430,4,9,llm_00974,event,John visited home last week and caught up with family and old friends.,0.0759615640906979,False
17,q00430,4,10,llm_00599,event,John visited a military memorial with his kids last week.,0.05556107484997121,False
17,q00434,4,1,llm_00580,hobby,"John's yoga studio offers yoga, kickboxing, and circuit training classes.",0.578806296982728,False
17,q00434,4,2,llm_00581,hobby,John has done weight training at the yoga studio and found it challenging but peaceful.,0.4607840652213658,False
17,q00434,4,3,llm_00579,hobby,John goes to a yoga studio often and finds the vibe chill and instructors awesome.,0.347839855949932,False
17,q00434,4,4,llm_01084,hobby,John is trying yoga to gain extra strength and flexibility.,0.28828961038495715,False
17,q00434,4,5,llm_00961,plan,John recently found a new gym to stay fit for professional basketball.,0.2864384130989821,False
17,q00434,4,6,llm_00607,preference,John cares about volunteering.,0.20136174760160128,False
17,q00434,4,7,llm_00936,goal,John wants to keep reaching for new goals.,0.19193216991897663,False
17,q00434,4,8,llm_00582,plan,Maria is considering trying new classes to switch up her exercise routine.,0.14147616164216503,True
17,q00434,4,9,llm_01086,preference,John typically holds a yoga pose for 30-60 seconds.,0.13730975915634241,False
17,q00434,4,10,llm_01792,hobby,"Deborah meditates, does yoga, and teaches classes in the morning.",0.11881932142633674,False
17,q00436,4,1,llm_00605,event,Maria did community work with friends from church yesterday.,0.852727597856634,False
17,q00436,4,2,llm_00490,plan,John and Maria plan to work together to get the community involved in improving infrastructure.,0.16872732674045346,False
17,q00436,4,3,llm_00414,event,Maria participated in a charity event last Friday (around 5 February 2023) and found it rewarding.,0.08924225909668952,False
17,q00436,4,4,llm_00453,preference,Maria is passionate about charity work.,0.0827995341224922,False
17,q00436,4,5,llm_00614,relationship,Maria and John are friends who share a passion for community service and supporting causes.,0.06601284153862114,False
17,q00436,4,6,llm_00593,event,Maria volunteers and shared a photo from her volunteering.,0.04980294560986017,False
17,q00436,4,7,llm_00445,event,Maria and John volunteered together last year.,0.04852553133586217,False
17,q00436,4,8,llm_00484,hobby,Maria is involved in charity work and finds it rewarding and fulfilling.,0.04264837311871585,False
17,q00436,4,9,llm_00549,preference,Maria loves volunteering because it makes her feel like she's making a difference.,0.038619549665480465,False
17,q00436,4,10,llm_00585,goal,Maria is motivated to help people.,0.034298821288569994,True
17,q00437,4,1,llm_00595,hobby,Maria volunteers at a homeless shelter.,0.5307826165186621,True
17,q00437,4,2,llm_00596,event,Maria started volunteering at the homeless shelter about a year ago after witnessing a family struggling on the streets.,0.47967683619002827,True
17,q00437,4,3,llm_00469,activity,Maria is volunteering at a homeless shelter.,0.4530072076811275,False
17,q00437,4,4,llm_00597,emotion,Maria finds volunteering at the shelter fulfilling and motivating.,0.3034189574663461,True
17,q00437,4,5,llm_00424,activity,Maria volunteers at a homeless shelter.,0.20992100901143107,False
17,q00437,4,6,llm_00378,other,Maria volunteers at a homeless shelter.,0.19715567004826512,False
17,q00437,4,7,llm_00438,work,Maria volunteers at a homeless shelter.,0.13525652412582528,False
17,q00437,4,8,llm_00460,work,Maria volunteers at a homeless shelter.,0.13267426060761808,False
17,q00437,4,9,llm_00369,hobby,Maria volunteers at a homeless shelter.,0.1128181546347126,False
17,q00437,4,10,llm_00609,event,Maria volunteered at a homeless shelter last week and received a medal.,0.0725647847226688,False
17,q00444,4,1,llm_00606,event,John helped renovate a rundown community center back home last year.,0.8657727186407667,True
17,q00444,4,2,llm_00610,event,John organized a 5K charity run in his neighborhood to help veterans and their families.,0.29838252124386216,False
17,q00444,4,3,llm_01142,event,"John organized a basketball camp for kids in his hometown last summer, which was a memorable experience.",0.2458334752377175,False
17,q00444,4,4,llm_00953,plan,John is teaming up with a local organization to help disadvantaged kids with sports and school.,0.17820178555071758,False
17,q00444,4,5,llm_00621,plan,John is considering joining local organizations or volunteering programs to make a difference.,0.15024443069765436,False
17,q00444,4,6,llm_00552,emotion,John sometimes doubts if he is making a difference in his community work.,0.11022921232767878,False
17,q00444,4,7,llm_01049,event,John had a basketball game last year where his team trailed big in the 4th quarter but came back to win.,0.10540074181193736,False
17,q00444,4,8,llm_01091,event,John shared a photo of a tranquil forest near his hometown.,0.1045580763706775,False
17,q00444,4,9,llm_00456,goal,John plans to keep pushing for kids in the community who need help.,0.10291476842718182,False
17,q00444,4,10,llm_01092,event,John went camping in the Rocky Mountains last year and found it stunning.,0.10009120310099354,False
17,q00445,4,1,llm_00610,event,John organized a 5K charity run in his neighborhood to help veterans and their families.,0.9763785753795915,True
17,q00445,4,2,llm_00611,event,John's 5K charity run raised funds for veterans and their families.,0.7601399807642195,True
17,q00445,4,3,llm_00612,event,"John faced challenges organizing the 5K run, particularly getting sponsors.",0.3038836517136325,False
17,q00445,4,4,llm_01105,event,John attended a charity event with Harry Potter trivia in August.,0.07975074128460026,False
17,q00445,4,5,llm_01539,emotion,John was inspired to volunteer because of the foundation's passion for helping kids.,0.05471501899924028,False
17,q00445,4,6,llm_00999,goal,John wants to start a foundation and do charity work to make a positive difference.,0.0487741322849931,False
17,q00445,4,7,llm_00390,event,John organized a toy drive for kids in need.,0.04215967327889933,False
17,q00445,4,8,llm_00551,goal,John is passionate about improving communities through education and infrastructure.,0.03360646752276532,False
