split_seed,query_id,query_type,method,mrr,recall@1,recall@3,recall@5,first_rank,first_relevant_memory_id
29,q00043,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3,llm_00094
29,q00051,3,type_aware,0.0,0.0,0.0,0.0,0,
29,q00313,3,type_aware,0.0,0.0,0.0,0.0,0,
29,q00319,3,type_aware,0.0,0.0,0.0,0.0,0,
29,q00355,3,type_aware,0.07142857142857142,0.0,0.0,0.0,14,llm_00381
29,q00510,3,type_aware,1.0,1.0,1.0,1.0,1,llm_00666
29,q00512,3,type_aware,0.0,0.0,0.0,0.0,0,
29,q00571,3,type_aware,1.0,1.0,1.0,1.0,1,llm_00884
29,q00582,3,type_aware,0.0,0.0,0.0,0.0,0,
29,q00585,3,type_aware,0.0,0.0,0.0,0.0,0,
29,q00773,3,type_aware,1.0,1.0,1.0,1.0,1,llm_00934
29,q00785,3,type_aware,0.5,0.0,1.0,1.0,2,llm_01067
29,q00786,3,type_aware,1.0,1.0,1.0,1.0,1,llm_00967
29,q00790,3,type_aware,1.0,1.0,1.0,1.0,1,llm_00988
29,q00792,3,type_aware,0.5,0.0,1.0,1.0,2,llm_00998
29,q00824,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01157
29,q00828,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01157
29,q01020,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3,llm_01264
29,q01194,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01601
29,q01202,3,type_aware,0.0,0.0,0.0,0.0,0,
29,q01388,3,type_aware,0.09090909090909091,0.0,0.0,0.0,11,llm_01821
29,q01396,3,type_aware,0.08333333333333333,0.0,0.0,0.0,12,llm_01847
29,q01423,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01985
29,q01592,3,type_aware,0.0,0.0,0.0,0.0,0,
29,q01597,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3,llm_02029
29,q01614,3,type_aware,0.0,0.0,0.0,0.0,0,
29,q01652,3,type_aware,1.0,1.0,1.0,1.0,1,llm_02160
29,q01787,3,type_aware,0.07142857142857142,0.0,0.0,0.0,14,llm_02268
29,q00023,3,global_candidate_reranker,0.5,0.0,1.0,1.0,2,llm_00049
29,q00043,3,global_candidate_reranker,0.1111111111111111,0.0,0.0,0.0,9,llm_00094
29,q00051,3,global_candidate_reranker,0.125,0.0,0.0,0.0,8,llm_00108
29,q00313,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
29,q00319,3,global_candidate_reranker,0.14285714285714285,0.0,0.0,0.0,7,llm_00436
29,q00355,3,global_candidate_reranker,0.020833333333333332,0.0,0.0,0.0,48,llm_00381
29,q00510,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00666
29,q00512,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
29,q00571,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00884
29,q00582,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
29,q00585,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
29,q00773,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00934
29,q00785,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01067
29,q00786,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00967
29,q00790,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00988
29,q00792,3,global_candidate_reranker,0.14285714285714285,0.0,0.0,0.0,7,llm_00998
29,q00824,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01157
29,q00828,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01157
29,q01020,3,global_candidate_reranker,0.1,0.0,0.0,0.0,10,llm_01264
29,q01194,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01601
29,q01202,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
29,q01388,3,global_candidate_reranker,0.05263157894736842,0.0,0.0,0.0,19,llm_01821
29,q01396,3,global_candidate_reranker,0.04,0.0,0.0,0.0,25,llm_01847
29,q01423,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01985
29,q01592,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
29,q01597,3,global_candidate_reranker,0.2,0.0,0.0,1.0,5,llm_02029
29,q01614,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
29,q01652,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_02160
29,q01787,3,global_candidate_reranker,0.07692307692307693,0.0,0.0,0.0,13,llm_02268
29,q00023,3,type3_specific_reranker,0.3333333333333333,0.0,1.0,1.0,3,llm_00049
29,q00043,3,type3_specific_reranker,0.16666666666666666,0.0,0.0,0.0,6,llm_00094
29,q00051,3,type3_specific_reranker,0.041666666666666664,0.0,0.0,0.0,24,llm_00108
29,q00313,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
29,q00319,3,type3_specific_reranker,0.1111111111111111,0.0,0.0,0.0,9,llm_00436
29,q00355,3,type3_specific_reranker,0.02702702702702703,0.0,0.0,0.0,37,llm_00381
29,q00510,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_00666
29,q00512,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
29,q00571,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_00884
29,q00582,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
29,q00585,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
29,q00773,3,type3_specific_reranker,0.5,0.0,1.0,1.0,2,llm_00934
29,q00785,3,type3_specific_reranker,0.25,0.0,0.0,1.0,4,llm_01067
29,q00786,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_00967
29,q00790,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_00988
29,q00792,3,type3_specific_reranker,0.14285714285714285,0.0,0.0,0.0,7,llm_00998
29,q00824,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01157
29,q00828,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01157
29,q01020,3,type3_specific_reranker,0.14285714285714285,0.0,0.0,0.0,7,llm_01264
29,q01194,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01601
29,q01202,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
29,q01388,3,type3_specific_reranker,0.043478260869565216,0.0,0.0,0.0,23,llm_01821
29,q01396,3,type3_specific_reranker,0.041666666666666664,0.0,0.0,0.0,24,llm_01847
29,q01423,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01985
29,q01592,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
29,q01597,3,type3_specific_reranker,0.14285714285714285,0.0,0.0,0.0,7,llm_02030
29,q01614,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
29,q01652,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_02160
29,q01787,3,type3_specific_reranker,0.07142857142857142,0.0,0.0,0.0,14,llm_02268
29,q00023,3,supervised_set_selector,0.5,0.0,1.0,1.0,2,llm_00049
29,q00043,3,supervised_set_selector,0.14285714285714285,0.0,0.0,0.0,7,llm_00094
29,q00051,3,supervised_set_selector,0.05263157894736842,0.0,0.0,0.0,19,llm_00108
29,q00313,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
29,q00319,3,supervised_set_selector,0.045454545454545456,0.0,0.0,0.0,22,llm_00436
29,q00355,3,supervised_set_selector,0.058823529411764705,0.0,0.0,0.0,17,llm_00381
29,q00510,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00666
29,q00512,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
29,q00571,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00884
29,q00582,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
29,q00585,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
29,q00773,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00934
29,q00785,3,supervised_set_selector,0.3333333333333333,0.0,1.0,1.0,3,llm_01067
29,q00786,3,supervised_set_selector,0.2,0.0,0.0,1.0,5,llm_00967
29,q00790,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00988
29,q00792,3,supervised_set_selector,0.0625,0.0,0.0,0.0,16,llm_00998
29,q00824,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01157
29,q00828,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01157
29,q01020,3,supervised_set_selector,0.25,0.0,0.0,1.0,4,llm_01264
29,q01194,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01601
29,q01202,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
29,q01388,3,supervised_set_selector,0.07692307692307693,0.0,0.0,0.0,13,llm_01821
29,q01396,3,supervised_set_selector,0.038461538461538464,0.0,0.0,0.0,26,llm_01847
29,q01423,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01985
29,q01592,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
29,q01597,3,supervised_set_selector,0.14285714285714285,0.0,0.0,0.0,7,llm_02030
29,q01614,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
29,q01652,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_02160
29,q01787,3,supervised_set_selector,0.25,0.0,0.0,1.0,4,llm_02268
29,q00023,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00049
29,q00043,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00094
29,q00051,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00108
29,q00313,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
29,q00319,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00436
29,q00355,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00381
29,q00510,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00665
29,q00512,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
29,q00571,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00884
29,q00582,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
29,q00585,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
29,q00773,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00934
29,q00785,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01067
29,q00786,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00967
29,q00790,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00988
29,q00792,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00998
29,q00824,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01157
29,q00828,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01157
29,q01020,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01264
29,q01194,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01601
29,q01202,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
29,q01388,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01821
29,q01396,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01847
29,q01423,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01984
29,q01592,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
29,q01597,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_02030
29,q01614,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
29,q01652,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_02159
29,q01787,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_02268
31,q00028,3,type_aware,0.2,0.0,0.0,1.0,5,llm_00058
31,q00043,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3,llm_00094
31,q00065,3,type_aware,0.0,0.0,0.0,0.0,0,
31,q00313,3,type_aware,0.0,0.0,0.0,0.0,0,
31,q00319,3,type_aware,0.0,0.0,0.0,0.0,0,
31,q00350,3,type_aware,0.09090909090909091,0.0,0.0,0.0,11,llm_00566
31,q00502,3,type_aware,0.0,0.0,0.0,0.0,0,
31,q00558,3,type_aware,0.0,0.0,0.0,0.0,0,
31,q00564,3,type_aware,0.0,0.0,0.0,0.0,0,
31,q00566,3,type_aware,0.05555555555555555,0.0,0.0,0.0,18,llm_00884
31,q00583,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3,llm_00889
31,q00773,3,type_aware,1.0,1.0,1.0,1.0,1,llm_00934
31,q00777,3,type_aware,0.5,0.0,1.0,1.0,2,llm_00953
31,q00786,3,type_aware,1.0,1.0,1.0,1.0,1,llm_00967
31,q00790,3,type_aware,1.0,1.0,1.0,1.0,1,llm_00988
31,q00811,3,type_aware,1.0,1.0,1.0,1.0,1,llm_00962
31,q00828,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01157
31,q01019,3,type_aware,0.0,0.0,0.0,0.0,0,
31,q01043,3,type_aware,0.2,0.0,0.0,1.0,5,llm_01272
31,q01052,3,type_aware,0.0,0.0,0.0,0.0,0,
31,q01053,3,type_aware,0.5,0.0,1.0,1.0,2,llm_01189
31,q01158,3,type_aware,0.0,0.0,0.0,0.0,0,
31,q01164,3,type_aware,0.1,0.0,0.0,0.0,10,llm_01483
31,q01175,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01518
31,q01366,3,type_aware,0.5,0.0,1.0,1.0,2,llm_01749
31,q01418,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01947
31,q01423,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01985
31,q01796,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3,llm_02305
31,q00028,3,global_candidate_reranker,0.2,0.0,0.0,1.0,5,llm_00058
31,q00043,3,global_candidate_reranker,0.16666666666666666,0.0,0.0,0.0,6,llm_00094
31,q00065,3,global_candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3,llm_00148
31,q00313,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
31,q00319,3,global_candidate_reranker,0.07142857142857142,0.0,0.0,0.0,14,llm_00436
31,q00350,3,global_candidate_reranker,0.1111111111111111,0.0,0.0,0.0,9,llm_00566
31,q00502,3,global_candidate_reranker,0.06666666666666667,0.0,0.0,0.0,15,llm_00638
31,q00558,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
31,q00564,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
31,q00566,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00713
31,q00583,3,global_candidate_reranker,0.05555555555555555,0.0,0.0,0.0,18,llm_00889
31,q00773,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00934
31,q00777,3,global_candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3,llm_00953
31,q00786,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00967
31,q00790,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00988
31,q00811,3,global_candidate_reranker,0.2,0.0,0.0,1.0,5,llm_00962
31,q00828,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01157
31,q01019,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
31,q01043,3,global_candidate_reranker,0.16666666666666666,0.0,0.0,0.0,6,llm_01272
31,q01052,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
31,q01053,3,global_candidate_reranker,0.09090909090909091,0.0,0.0,0.0,11,llm_01247
31,q01158,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
31,q01164,3,global_candidate_reranker,0.16666666666666666,0.0,0.0,0.0,6,llm_01483
31,q01175,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01518
31,q01366,3,global_candidate_reranker,0.5,0.0,1.0,1.0,2,llm_01749
31,q01418,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01947
31,q01423,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01985
31,q01796,3,global_candidate_reranker,0.125,0.0,0.0,0.0,8,llm_02305
31,q00028,3,type3_specific_reranker,0.1,0.0,0.0,0.0,10,llm_00060
31,q00043,3,type3_specific_reranker,0.25,0.0,0.0,1.0,4,llm_00094
31,q00065,3,type3_specific_reranker,0.125,0.0,0.0,0.0,8,llm_00148
31,q00313,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
31,q00319,3,type3_specific_reranker,0.029411764705882353,0.0,0.0,0.0,34,llm_00436
31,q00350,3,type3_specific_reranker,0.07142857142857142,0.0,0.0,0.0,14,llm_00566
31,q00502,3,type3_specific_reranker,0.041666666666666664,0.0,0.0,0.0,24,llm_00638
31,q00558,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
31,q00564,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
31,q00566,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_00713
31,q00583,3,type3_specific_reranker,0.041666666666666664,0.0,0.0,0.0,24,llm_00889
31,q00773,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_00934
31,q00777,3,type3_specific_reranker,0.06666666666666667,0.0,0.0,0.0,15,llm_00922
31,q00786,3,type3_specific_reranker,0.5,0.0,1.0,1.0,2,llm_00967
31,q00790,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_00988
31,q00811,3,type3_specific_reranker,0.5,0.0,1.0,1.0,2,llm_00962
31,q00828,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01157
31,q01019,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
31,q01043,3,type3_specific_reranker,0.1111111111111111,0.0,0.0,0.0,9,llm_01272
31,q01052,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
31,q01053,3,type3_specific_reranker,0.16666666666666666,0.0,0.0,0.0,6,llm_01189
31,q01158,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
31,q01164,3,type3_specific_reranker,0.16666666666666666,0.0,0.0,0.0,6,llm_01483
31,q01175,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01518
31,q01366,3,type3_specific_reranker,0.5,0.0,1.0,1.0,2,llm_01749
31,q01418,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01947
31,q01423,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01984
31,q01796,3,type3_specific_reranker,0.16666666666666666,0.0,0.0,0.0,6,llm_02305
31,q00028,3,supervised_set_selector,0.14285714285714285,0.0,0.0,0.0,7,llm_00058
31,q00043,3,supervised_set_selector,0.07142857142857142,0.0,0.0,0.0,14,llm_00094
31,q00065,3,supervised_set_selector,0.16666666666666666,0.0,0.0,0.0,6,llm_00148
31,q00313,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
31,q00319,3,supervised_set_selector,0.02857142857142857,0.0,0.0,0.0,35,llm_00436
31,q00350,3,supervised_set_selector,0.09090909090909091,0.0,0.0,0.0,11,llm_00566
31,q00502,3,supervised_set_selector,0.038461538461538464,0.0,0.0,0.0,26,llm_00638
31,q00558,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
31,q00564,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
31,q00566,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00713
31,q00583,3,supervised_set_selector,0.038461538461538464,0.0,0.0,0.0,26,llm_00889
31,q00773,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00934
31,q00777,3,supervised_set_selector,0.09090909090909091,0.0,0.0,0.0,11,llm_00922
31,q00786,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00967
31,q00790,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00988
31,q00811,3,supervised_set_selector,0.16666666666666666,0.0,0.0,0.0,6,llm_00961
31,q00828,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01157
31,q01019,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
31,q01043,3,supervised_set_selector,0.08333333333333333,0.0,0.0,0.0,12,llm_01272
31,q01052,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
31,q01053,3,supervised_set_selector,0.25,0.0,0.0,1.0,4,llm_01247
31,q01158,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
31,q01164,3,supervised_set_selector,0.0625,0.0,0.0,0.0,16,llm_01483
31,q01175,3,supervised_set_selector,0.5,0.0,1.0,1.0,2,llm_01518
31,q01366,3,supervised_set_selector,0.3333333333333333,0.0,1.0,1.0,3,llm_01749
31,q01418,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01947
31,q01423,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01984
31,q01796,3,supervised_set_selector,0.14285714285714285,0.0,0.0,0.0,7,llm_02305
31,q00028,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00058
31,q00043,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00094
31,q00065,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00148
31,q00313,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
31,q00319,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00436
31,q00350,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00566
31,q00502,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00638
31,q00558,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
31,q00564,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
31,q00566,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00713
31,q00583,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00889
31,q00773,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00934
31,q00777,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00953
31,q00786,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00967
31,q00790,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00988
31,q00811,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00962
31,q00828,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01157
31,q01019,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
31,q01043,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01272
31,q01052,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
31,q01053,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01216
31,q01158,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
31,q01164,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01483
31,q01175,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01518
31,q01366,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01749
31,q01418,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01947
31,q01423,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01984
31,q01796,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_02305
