query_id,original_query_id,split_id,split_seed,query_type,method,mrr,recall@1,recall@3,recall@5,first_rank
record_04:q00511,q00511,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00512,q00512,record_04,record_04,3,type_aware,0.012987012987012988,0.0,0.0,0.0,77
record_04:q00512,q00512,record_04,record_04,3,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_04:q00513,q00513,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00513,q00513,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00514,q00514,record_04,record_04,2,type_aware,0.16666666666666666,0.0,0.0,0.0,6
record_04:q00514,q00514,record_04,record_04,2,candidate_reranker_loco,0.2,0.0,0.0,1.0,5
record_04:q00515,q00515,record_04,record_04,2,type_aware,0.022727272727272728,0.0,0.0,0.0,44
record_04:q00515,q00515,record_04,record_04,2,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00516,q00516,record_04,record_04,2,type_aware,0.09090909090909091,0.0,0.0,0.0,11
record_04:q00516,q00516,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00517,q00517,record_04,record_04,1,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00517,q00517,record_04,record_04,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00518,q00518,record_04,record_04,2,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00518,q00518,record_04,record_04,2,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00519,q00519,record_04,record_04,2,type_aware,0.125,0.0,0.0,0.0,8
record_04:q00519,q00519,record_04,record_04,2,candidate_reranker_loco,0.16666666666666666,0.0,0.0,0.0,6
record_04:q00520,q00520,record_04,record_04,2,type_aware,0.2,0.0,0.0,1.0,5
record_04:q00520,q00520,record_04,record_04,2,candidate_reranker_loco,0.07692307692307693,0.0,0.0,0.0,13
record_04:q00521,q00521,record_04,record_04,1,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00521,q00521,record_04,record_04,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00522,q00522,record_04,record_04,2,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00522,q00522,record_04,record_04,2,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00523,q00523,record_04,record_04,2,type_aware,0.16666666666666666,0.0,0.0,0.0,6
record_04:q00523,q00523,record_04,record_04,2,candidate_reranker_loco,0.25,0.0,0.0,1.0,4
record_04:q00524,q00524,record_04,record_04,2,type_aware,0.0625,0.0,0.0,0.0,16
record_04:q00524,q00524,record_04,record_04,2,candidate_reranker_loco,0.125,0.0,0.0,0.0,8
record_04:q00525,q00525,record_04,record_04,1,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00525,q00525,record_04,record_04,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00526,q00526,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00526,q00526,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00527,q00527,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00527,q00527,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00528,q00528,record_04,record_04,1,type_aware,0.125,0.0,0.0,0.0,8
record_04:q00528,q00528,record_04,record_04,1,candidate_reranker_loco,0.25,0.0,0.0,1.0,4
record_04:q00529,q00529,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00529,q00529,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00530,q00530,record_04,record_04,2,type_aware,0.25,0.0,0.0,1.0,4
record_04:q00530,q00530,record_04,record_04,2,candidate_reranker_loco,0.25,0.0,0.0,1.0,4
record_04:q00531,q00531,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00531,q00531,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00532,q00532,record_04,record_04,1,type_aware,0.09090909090909091,0.0,0.0,0.0,11
record_04:q00532,q00532,record_04,record_04,1,candidate_reranker_loco,0.058823529411764705,0.0,0.0,0.0,17
record_04:q00533,q00533,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00533,q00533,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00534,q00534,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00534,q00534,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00535,q00535,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00535,q00535,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00536,q00536,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00536,q00536,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00537,q00537,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00537,q00537,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00538,q00538,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00538,q00538,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00539,q00539,record_04,record_04,2,type_aware,0.07692307692307693,0.0,0.0,0.0,13
record_04:q00539,q00539,record_04,record_04,2,candidate_reranker_loco,0.0625,0.0,0.0,0.0,16
record_04:q00540,q00540,record_04,record_04,1,type_aware,0.024390243902439025,0.0,0.0,0.0,41
record_04:q00540,q00540,record_04,record_04,1,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_04:q00541,q00541,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00541,q00541,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00542,q00542,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00542,q00542,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00543,q00543,record_04,record_04,2,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00543,q00543,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00544,q00544,record_04,record_04,1,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00544,q00544,record_04,record_04,1,candidate_reranker_loco,0.2,0.0,0.0,1.0,5
record_04:q00545,q00545,record_04,record_04,1,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00545,q00545,record_04,record_04,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00546,q00546,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00546,q00546,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00547,q00547,record_04,record_04,1,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_04:q00547,q00547,record_04,record_04,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00548,q00548,record_04,record_04,1,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00548,q00548,record_04,record_04,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00549,q00549,record_04,record_04,1,type_aware,0.09090909090909091,0.0,0.0,0.0,11
record_04:q00549,q00549,record_04,record_04,1,candidate_reranker_loco,0.1111111111111111,0.0,0.0,0.0,9
record_04:q00550,q00550,record_04,record_04,1,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00550,q00550,record_04,record_04,1,candidate_reranker_loco,0.125,0.0,0.0,0.0,8
record_04:q00551,q00551,record_04,record_04,1,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00551,q00551,record_04,record_04,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00553,q00553,record_04,record_04,1,type_aware,0.14285714285714285,0.0,0.0,0.0,7
record_04:q00553,q00553,record_04,record_04,1,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00554,q00554,record_04,record_04,1,type_aware,0.04,0.0,0.0,0.0,25
record_04:q00554,q00554,record_04,record_04,1,candidate_reranker_loco,0.07142857142857142,0.0,0.0,0.0,14
record_04:q00555,q00555,record_04,record_04,2,type_aware,0.16666666666666666,0.0,0.0,0.0,6
record_04:q00555,q00555,record_04,record_04,2,candidate_reranker_loco,0.25,0.0,0.0,1.0,4
record_04:q00556,q00556,record_04,record_04,1,type_aware,0.09090909090909091,0.0,0.0,0.0,11
record_04:q00556,q00556,record_04,record_04,1,candidate_reranker_loco,0.06666666666666667,0.0,0.0,0.0,15
record_04:q00557,q00557,record_04,record_04,1,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00557,q00557,record_04,record_04,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00558,q00558,record_04,record_04,3,type_aware,0.018867924528301886,0.0,0.0,0.0,53
record_04:q00558,q00558,record_04,record_04,3,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_04:q00559,q00559,record_04,record_04,1,type_aware,0.14285714285714285,0.0,0.0,0.0,7
record_04:q00559,q00559,record_04,record_04,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00560,q00560,record_04,record_04,1,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_04:q00560,q00560,record_04,record_04,1,candidate_reranker_loco,0.1111111111111111,0.0,0.0,0.0,9
record_04:q00561,q00561,record_04,record_04,1,type_aware,0.07142857142857142,0.0,0.0,0.0,14
record_04:q00561,q00561,record_04,record_04,1,candidate_reranker_loco,0.07692307692307693,0.0,0.0,0.0,13
record_04:q00562,q00562,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00562,q00562,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00563,q00563,record_04,record_04,2,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_04:q00563,q00563,record_04,record_04,2,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00564,q00564,record_04,record_04,3,type_aware,0.016129032258064516,0.0,0.0,0.0,62
record_04:q00564,q00564,record_04,record_04,3,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_04:q00565,q00565,record_04,record_04,1,type_aware,0.07142857142857142,0.0,0.0,0.0,14
record_04:q00565,q00565,record_04,record_04,1,candidate_reranker_loco,0.25,0.0,0.0,1.0,4
record_04:q00566,q00566,record_04,record_04,3,type_aware,0.05555555555555555,0.0,0.0,0.0,18
record_04:q00566,q00566,record_04,record_04,3,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00567,q00567,record_04,record_04,1,type_aware,0.058823529411764705,0.0,0.0,0.0,17
record_04:q00567,q00567,record_04,record_04,1,candidate_reranker_loco,0.3333333333333333,0.0,1.0,1.0,3
record_04:q00568,q00568,record_04,record_04,1,type_aware,0.25,0.0,0.0,1.0,4
record_04:q00568,q00568,record_04,record_04,1,candidate_reranker_loco,0.16666666666666666,0.0,0.0,0.0,6
record_04:q00569,q00569,record_04,record_04,1,type_aware,0.038461538461538464,0.0,0.0,0.0,26
record_04:q00569,q00569,record_04,record_04,1,candidate_reranker_loco,0.14285714285714285,0.0,0.0,0.0,7
record_04:q00570,q00570,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00570,q00570,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00571,q00571,record_04,record_04,3,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00571,q00571,record_04,record_04,3,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00572,q00572,record_04,record_04,1,type_aware,0.05263157894736842,0.0,0.0,0.0,19
record_04:q00572,q00572,record_04,record_04,1,candidate_reranker_loco,0.07692307692307693,0.0,0.0,0.0,13
record_04:q00573,q00573,record_04,record_04,1,type_aware,0.2,0.0,0.0,1.0,5
record_04:q00573,q00573,record_04,record_04,1,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00574,q00574,record_04,record_04,1,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00574,q00574,record_04,record_04,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00575,q00575,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00575,q00575,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00576,q00576,record_04,record_04,1,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00576,q00576,record_04,record_04,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00577,q00577,record_04,record_04,1,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00577,q00577,record_04,record_04,1,candidate_reranker_loco,0.16666666666666666,0.0,0.0,0.0,6
record_04:q00578,q00578,record_04,record_04,1,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00578,q00578,record_04,record_04,1,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00579,q00579,record_04,record_04,1,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00579,q00579,record_04,record_04,1,candidate_reranker_loco,0.2,0.0,0.0,1.0,5
record_04:q00580,q00580,record_04,record_04,1,type_aware,0.1,0.0,0.0,0.0,10
record_04:q00580,q00580,record_04,record_04,1,candidate_reranker_loco,0.08333333333333333,0.0,0.0,0.0,12
record_04:q00581,q00581,record_04,record_04,1,type_aware,0.2,0.0,0.0,1.0,5
record_04:q00581,q00581,record_04,record_04,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00582,q00582,record_04,record_04,3,type_aware,0.00819672131147541,0.0,0.0,0.0,122
record_04:q00582,q00582,record_04,record_04,3,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_04:q00583,q00583,record_04,record_04,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_04:q00583,q00583,record_04,record_04,3,candidate_reranker_loco,0.14285714285714285,0.0,0.0,0.0,7
record_04:q00584,q00584,record_04,record_04,2,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00584,q00584,record_04,record_04,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00585,q00585,record_04,record_04,3,type_aware,0.02040816326530612,0.0,0.0,0.0,49
record_04:q00585,q00585,record_04,record_04,3,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_04:q00586,q00586,record_04,record_04,4,type_aware,0.16666666666666666,0.0,0.0,0.0,6
record_04:q00586,q00586,record_04,record_04,4,candidate_reranker_loco,0.1111111111111111,0.0,0.0,0.0,9
record_04:q00587,q00587,record_04,record_04,4,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00587,q00587,record_04,record_04,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00588,q00588,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00588,q00588,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00589,q00589,record_04,record_04,4,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_04:q00589,q00589,record_04,record_04,4,candidate_reranker_loco,0.3333333333333333,0.0,1.0,1.0,3
record_04:q00591,q00591,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00591,q00591,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00592,q00592,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00592,q00592,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00593,q00593,record_04,record_04,4,type_aware,0.030303030303030304,0.0,0.0,0.0,33
record_04:q00593,q00593,record_04,record_04,4,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_04:q00594,q00594,record_04,record_04,4,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00594,q00594,record_04,record_04,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00595,q00595,record_04,record_04,4,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00595,q00595,record_04,record_04,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00596,q00596,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00596,q00596,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00597,q00597,record_04,record_04,4,type_aware,0.07692307692307693,0.0,0.0,0.0,13
record_04:q00597,q00597,record_04,record_04,4,candidate_reranker_loco,0.041666666666666664,0.0,0.0,0.0,24
record_04:q00598,q00598,record_04,record_04,4,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00598,q00598,record_04,record_04,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00599,q00599,record_04,record_04,4,type_aware,0.2,0.0,0.0,1.0,5
record_04:q00599,q00599,record_04,record_04,4,candidate_reranker_loco,0.1111111111111111,0.0,0.0,0.0,9
record_04:q00600,q00600,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00600,q00600,record_04,record_04,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00601,q00601,record_04,record_04,4,type_aware,0.03125,0.0,0.0,0.0,32
record_04:q00601,q00601,record_04,record_04,4,candidate_reranker_loco,0.14285714285714285,0.0,0.0,0.0,7
record_04:q00602,q00602,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00602,q00602,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00603,q00603,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00603,q00603,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00604,q00604,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00604,q00604,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00605,q00605,record_04,record_04,4,type_aware,0.25,0.0,0.0,1.0,4
record_04:q00605,q00605,record_04,record_04,4,candidate_reranker_loco,0.3333333333333333,0.0,1.0,1.0,3
record_04:q00607,q00607,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00607,q00607,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00608,q00608,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00608,q00608,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00609,q00609,record_04,record_04,4,type_aware,0.1,0.0,0.0,0.0,10
record_04:q00609,q00609,record_04,record_04,4,candidate_reranker_loco,0.1,0.0,0.0,0.0,10
record_04:q00610,q00610,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00610,q00610,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00611,q00611,record_04,record_04,4,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00611,q00611,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00612,q00612,record_04,record_04,4,type_aware,0.1,0.0,0.0,0.0,10
record_04:q00612,q00612,record_04,record_04,4,candidate_reranker_loco,0.14285714285714285,0.0,0.0,0.0,7
record_04:q00613,q00613,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00613,q00613,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00614,q00614,record_04,record_04,4,type_aware,0.1,0.0,0.0,0.0,10
record_04:q00614,q00614,record_04,record_04,4,candidate_reranker_loco,0.2,0.0,0.0,1.0,5
record_04:q00615,q00615,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00615,q00615,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00616,q00616,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00616,q00616,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00617,q00617,record_04,record_04,4,type_aware,0.007692307692307693,0.0,0.0,0.0,130
record_04:q00617,q00617,record_04,record_04,4,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_04:q00618,q00618,record_04,record_04,4,type_aware,0.2,0.0,0.0,1.0,5
record_04:q00618,q00618,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00619,q00619,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00619,q00619,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00620,q00620,record_04,record_04,4,type_aware,0.07142857142857142,0.0,0.0,0.0,14
record_04:q00620,q00620,record_04,record_04,4,candidate_reranker_loco,0.3333333333333333,0.0,1.0,1.0,3
record_04:q00621,q00621,record_04,record_04,4,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00621,q00621,record_04,record_04,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00622,q00622,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00622,q00622,record_04,record_04,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00623,q00623,record_04,record_04,4,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_04:q00623,q00623,record_04,record_04,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00624,q00624,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00624,q00624,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00625,q00625,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00625,q00625,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00626,q00626,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00626,q00626,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00627,q00627,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00627,q00627,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00628,q00628,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00628,q00628,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00629,q00629,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00629,q00629,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00630,q00630,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00630,q00630,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00631,q00631,record_04,record_04,4,type_aware,0.25,0.0,0.0,1.0,4
record_04:q00631,q00631,record_04,record_04,4,candidate_reranker_loco,0.3333333333333333,0.0,1.0,1.0,3
record_04:q00632,q00632,record_04,record_04,4,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_04:q00632,q00632,record_04,record_04,4,candidate_reranker_loco,0.25,0.0,0.0,1.0,4
record_04:q00633,q00633,record_04,record_04,4,type_aware,0.03225806451612903,0.0,0.0,0.0,31
record_04:q00633,q00633,record_04,record_04,4,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_04:q00634,q00634,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00634,q00634,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00635,q00635,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00635,q00635,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00636,q00636,record_04,record_04,4,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00636,q00636,record_04,record_04,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00637,q00637,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00637,q00637,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00638,q00638,record_04,record_04,4,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_04:q00638,q00638,record_04,record_04,4,candidate_reranker_loco,0.3333333333333333,0.0,1.0,1.0,3
record_04:q00639,q00639,record_04,record_04,4,type_aware,0.07692307692307693,0.0,0.0,0.0,13
record_04:q00639,q00639,record_04,record_04,4,candidate_reranker_loco,0.125,0.0,0.0,0.0,8
record_04:q00640,q00640,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00640,q00640,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00641,q00641,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00641,q00641,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00643,q00643,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00643,q00643,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00645,q00645,record_04,record_04,4,type_aware,0.08333333333333333,0.0,0.0,0.0,12
record_04:q00645,q00645,record_04,record_04,4,candidate_reranker_loco,0.09090909090909091,0.0,0.0,0.0,11
record_04:q00646,q00646,record_04,record_04,4,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00646,q00646,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00647,q00647,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00647,q00647,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00649,q00649,record_04,record_04,4,type_aware,0.012195121951219513,0.0,0.0,0.0,82
record_04:q00649,q00649,record_04,record_04,4,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_04:q00650,q00650,record_04,record_04,4,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00650,q00650,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00651,q00651,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00651,q00651,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00652,q00652,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00652,q00652,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00653,q00653,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00653,q00653,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00655,q00655,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00655,q00655,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00656,q00656,record_04,record_04,4,type_aware,0.029411764705882353,0.0,0.0,0.0,34
record_04:q00656,q00656,record_04,record_04,4,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_04:q00657,q00657,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00657,q00657,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_04:q00658,q00658,record_04,record_04,4,type_aware,0.5,0.0,1.0,1.0,2
record_04:q00658,q00658,record_04,record_04,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_04:q00659,q00659,record_04,record_04,4,type_aware,1.0,1.0,1.0,1.0,1
record_04:q00659,q00659,record_04,record_04,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
