query_id,query_type,query,method,selected_method,predicted_intent,mrr,recall@1,recall@3,recall@5,first_rank
q00507,2,What major achievement did Joanna accomplish in January 2022?,text_intent_router,type_aware,default_type_aware,0.020833333333333332,0.0,0.0,0.0,48
q00508,1,What emotions is Joanna feeling about the screenplay she submitted?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00509,1,What is Joanna allergic to?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00510,3,What underlying condition might Joanna have based on her allergies?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00511,2,When did Joanna have an audition for a writing gig?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00512,3,What nickname does Nate use for Joanna?,text_intent_router,type_aware,default_type_aware,0.012987012987012988,0.0,0.0,0.0,77
q00513,2,When did Nate get purple hair?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00514,2,What physical transformation did Nate undergo in April 2022?,text_intent_router,type_aware,default_type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00515,2,"What movie did Joanna watch on 1 May, 2022?",text_intent_router,type_aware,default_type_aware,0.022727272727272728,0.0,0.0,0.0,44
q00516,2,Which outdoor spot did Joanna visit in May?,text_intent_router,type_aware,default_type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00517,1,How many times has Joanna found new hiking trails?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00518,2,When did Nate adopt Max?,text_intent_router,type_aware,temporal_type_aware,0.5,0.0,1.0,1.0,2
q00519,2,Who was the new addition to Nate's family in May 2022?,text_intent_router,vector,identity_profile_vector,0.25,0.0,0.0,1.0,4
q00520,2,When did Joanna start writing her third screenplay?,text_intent_router,type_aware,temporal_type_aware,0.2,0.0,0.0,1.0,5
q00521,1,Which of Joanna's screenplay were rejected from production companies?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00522,2,When is Nate hosting a gaming party?,text_intent_router,type_aware,temporal_type_aware,0.5,0.0,1.0,1.0,2
q00523,2,When did Joanna hike with her buddies?,text_intent_router,type_aware,temporal_type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00524,2,When did Nate win his third tourney?,text_intent_router,type_aware,temporal_type_aware,0.0625,0.0,0.0,0.0,16
q00525,1,What places has Joanna submitted her work to?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00526,2,When did Nate make vegan icecream and share it with a vegan diet group?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00527,2,When is Joanna going to make Nate's ice cream for her family?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00528,1,What kind of writings does Joanna do?,text_intent_router,keyword,keyword_heavy,0.045454545454545456,0.0,0.0,0.0,22
q00529,2,When did Nate win his fourth video game tournament?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00530,2,Where did Joanna travel to in July 2022?,text_intent_router,vector,identity_profile_vector,0.08333333333333333,0.0,0.0,0.0,12
q00531,2,When did someone write Joanna a touching letter?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00532,1,What book recommendations has Joanna given to Nate?,text_intent_router,type_aware,default_type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00533,2,When did Nate take time off to chill with his pets?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00534,2,When did Joanna share her book with her writers group?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00535,2,When did Nate win an international tournament?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00536,2,When did Joanna make a desert with almond milk?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00537,2,When did Nate attend a cooking show?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00538,2,When did Joanna's laptop crash?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00539,2,When did Joanna make a chocolate tart with raspberries?,text_intent_router,type_aware,temporal_type_aware,0.07692307692307693,0.0,0.0,0.0,13
q00540,1,What movies have both Joanna and Nate seen?,text_intent_router,type_aware,default_type_aware,0.024390243902439025,0.0,0.0,0.0,41
q00541,2,How long did it take for Joanna to finish writing her book?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00542,2,When did Nate win a lot of money in a video game tournament?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00543,2,When did Joanna finish up the writing for her book?,text_intent_router,type_aware,temporal_type_aware,0.5,0.0,1.0,1.0,2
q00544,1,What board games has Nate played?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00545,1,What places has Nate met new people?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00546,2,When did Nate go to a convention and meet new people?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00547,1,How many times has Joanna's scripts been rejected?,text_intent_router,type_aware,default_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00548,1,What is something Nate gave to Joanna that brings her a lot of joy?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00549,1,When did Nate get Tilly for Joanna?,text_intent_router,type_aware,temporal_type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00550,1,How many of Joanna's writing have made it to the big screen?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00551,1,How many times has Nate taken his turtles on a walk?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00553,1,What is Joanna inspired by?,text_intent_router,type_aware,default_type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00554,1,What animal do both Nate and Joanna like?,text_intent_router,vector,identity_profile_vector,0.16666666666666666,0.0,0.0,0.0,6
q00555,2,When did Joanna plan to go over to Nate's and share recipes?,text_intent_router,type_aware,temporal_type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00556,1,What things has Nate reccomended to Joanna?,text_intent_router,type_aware,default_type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00557,1,What does Joanna do to remember happy memories?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00558,3,What Console does Nate own?,text_intent_router,type_aware,default_type_aware,0.018867924528301886,0.0,0.0,0.0,53
q00559,1,What mediums does Nate use to play games?,text_intent_router,type_aware,default_type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00560,1,How many letters has Joanna recieved?,text_intent_router,type_aware,default_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00561,1,What video games does Nate play?,text_intent_router,type_aware,default_type_aware,0.07142857142857142,0.0,0.0,0.0,14
q00562,2,When did Nate win a big Valorant tourney?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00563,2,Which torunament did Nate win in the beginning of November 2022?,text_intent_router,type_aware,default_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00564,3,What alternative career might Nate consider after gaming?,text_intent_router,type_aware,default_type_aware,0.016129032258064516,0.0,0.0,0.0,62
q00565,1,What pets does Nate have?,text_intent_router,type_aware,default_type_aware,0.07142857142857142,0.0,0.0,0.0,14
q00566,3,How many hikes has Joanna been on?,text_intent_router,type_aware,default_type_aware,0.05555555555555555,0.0,0.0,0.0,18
q00567,1,How many turtles does Nate have?,text_intent_router,type_aware,default_type_aware,0.058823529411764705,0.0,0.0,0.0,17
q00568,1,What activities does Nate do with his turtles?,text_intent_router,vector,identity_profile_vector,0.125,0.0,0.0,0.0,8
q00569,1,What do both Joanna and Nate appreciate the beauty of?,text_intent_router,type_aware,default_type_aware,0.038461538461538464,0.0,0.0,0.0,26
q00570,2,When did Joanna plan on going to Nate's to watch him play with his turtles?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00571,3,What state did Joanna visit in summer 2021?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00572,1,What recommendations has Nate received from Joanna?,text_intent_router,type_aware,default_type_aware,0.05263157894736842,0.0,0.0,0.0,19
q00573,1,What are Nate's favorite desserts?,text_intent_router,vector,identity_profile_vector,0.3333333333333333,0.0,1.0,1.0,3
q00574,1,How has Nate tried to disburse his vegan ice-cream recipes?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00575,2,When did Nate win his second tournament?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00576,1,How many video game tournaments has Nate participated in?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00577,1,How many screenplays has Joanna written?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00578,1,How many tournaments has Nate won?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00579,1,What recipes has Joanna made?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00580,1,What recipes has Nate made?,text_intent_router,type_aware,default_type_aware,0.1,0.0,0.0,0.0,10
q00581,1,What are the skills that Nate has helped others learn?,text_intent_router,type_aware,default_type_aware,0.2,0.0,0.0,1.0,5
q00582,3,Was the first half of September 2022 a good month career-wise for Nate and Joanna? Answer yes or no.,text_intent_router,type_aware,default_type_aware,0.00819672131147541,0.0,0.0,0.0,122
q00583,3,What kind of job is Joanna beginning to preform the duties of because of her movie scripts?,text_intent_router,keyword,keyword_heavy,0.06666666666666667,0.0,0.0,0.0,15
q00584,2,When did Nate take his turtles to the beach?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00585,3,What state did Nate visit?,text_intent_router,type_aware,default_type_aware,0.02040816326530612,0.0,0.0,0.0,49
q00586,4,What is one of Joanna's favorite movies?,text_intent_router,vector,identity_profile_vector,0.0625,0.0,0.0,0.0,16
q00587,4,What color did Nate choose for his hair?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00588,4,What is Nate's favorite movie trilogy?,text_intent_router,vector,identity_profile_vector,1.0,1.0,1.0,1.0,1
q00589,4,What is Nate's favorite book series about?,text_intent_router,vector,identity_profile_vector,1.0,1.0,1.0,1.0,1
q00591,4,What game was the second tournament that Nate won based on?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00592,4,What is Joanna's third screenplay about?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00593,4,What is Nate's favorite video game?,text_intent_router,vector,identity_profile_vector,0.03225806451612903,0.0,0.0,0.0,31
q00594,4,What type of movies does Nate enjoy watching the most?,text_intent_router,keyword,keyword_heavy,0.14285714285714285,0.0,0.0,0.0,7
q00595,4,"What did Joanna just finish last Friday on 23 January, 2022?",text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00596,4,What genre is Joanna's first screenplay?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00597,4,What are Joanna's plans for her finished screenplay in January 2022?,text_intent_router,type_aware,default_type_aware,0.07692307692307693,0.0,0.0,0.0,13
q00598,4,For how long has Nate had his turtles?,text_intent_router,type_aware,temporal_type_aware,0.5,0.0,1.0,1.0,2
q00599,4,What did Nate think of the coconut milk ice cream he made?,text_intent_router,type_aware,default_type_aware,0.2,0.0,0.0,1.0,5
q00600,4,Which dairy-free dessert flavors does Nate enjoy?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00601,4,"What did Joanna recently watch and recommend to Nate on February 7, 2022?",text_intent_router,type_aware,default_type_aware,0.03125,0.0,0.0,0.0,32
q00602,4,"What is ""Little Women"" about according to Joanna?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00603,4,"What flavor of ice cream did Nate make for his friend on 25 February, 2022?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00604,4,"What inspired Joanna's new screenplay on 25 February, 2022?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00605,4,Why does Nate like turtles as pets?,text_intent_router,type_aware,causal_type_aware,0.25,0.0,0.0,1.0,4
q00607,4,What was Joanna's audition for?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00608,4,Why did Nate choose the hair color he did?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q00609,4,What are the main ingredients of the ice cream recipe shared by Nate?,text_intent_router,keyword,keyword_heavy,0.06666666666666667,0.0,0.0,0.0,15
q00610,4,What is Joanna's project called in the writers group?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q00611,4,What is Nate's favorite genre of movies?,text_intent_router,vector,identity_profile_vector,1.0,1.0,1.0,1.0,1
q00612,4,What kind of books does Nate enjoy?,text_intent_router,keyword,keyword_heavy,0.007633587786259542,0.0,0.0,0.0,131
q00613,4,What kind of films does Joanna enjoy?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q00614,4,Which activity helps Nate escape and stimulates his imagination?,text_intent_router,vector,identity_profile_vector,0.2,0.0,0.0,1.0,5
q00615,4,What filling did Joanna use in the cake she made recently in May 2022?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00616,4,What kind of frosting did Joanna use on the cake she made recently in May 2022?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q00617,4,What does Nate feel he could do when out in cool places like Whispering Falls?,text_intent_router,type_aware,temporal_type_aware,0.007692307692307693,0.0,0.0,0.0,130
q00618,4,What creative activity does Nate joke about pursuing after being inspired by their hikes with Jo?,text_intent_router,vector,identity_profile_vector,1.0,1.0,1.0,1.0,1
q00619,4,Who invited Nate to join her on the trails sometime?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00620,4,"What did Nate do for Joanna on 25 May, 2022?",text_intent_router,type_aware,default_type_aware,0.07142857142857142,0.0,0.0,0.0,14
q00621,4,How does Nate describe the stuffed animal he got for Joanna?,text_intent_router,type_aware,causal_type_aware,0.5,0.0,1.0,1.0,2
q00622,4,What event is Nate organizing in June 2022?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00623,4,Who did Nate plan to invite to his gaming party in June 2022?,text_intent_router,vector,identity_profile_vector,0.5,0.0,1.0,1.0,2
q00624,4,What special items did Nate get for everyone at his gaming party?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00625,4,What did Joanna write yesterday that appeared on the big screen?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00626,4,What superhero is Joanna a fan of?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00627,4,Which superhero toy figure does Nate share a photo of?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00628,4,What is displayed on Joanna's cork board for motivation and creativity?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00629,4,What does the photo on Joanna's cork board remind her of?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00630,4,What did Nate make and share with his vegan diet group?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00631,4,How many people attended the gaming party hosted by Nate in June 2022?,text_intent_router,type_aware,default_type_aware,0.25,0.0,0.0,1.0,4
q00632,4,What recipe Nate offer to share with Joanna?,text_intent_router,type_aware,default_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00633,4,What did Joanna plan to do with the recipe Nate promised to share?,text_intent_router,keyword,keyword_heavy,0.010101010101010102,0.0,0.0,0.0,99
q00634,4,"How many video game tournaments has Nate won by July 10, 2022?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00635,4,Where did Joanna go for a road trip for research?,text_intent_router,vector,identity_profile_vector,0.5,0.0,1.0,1.0,2
q00636,4,What did Joanna discover at the library in Woodhaven?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00637,4,What specific themes are explored in Joanna's new book?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00638,4,What inspired Joanna's new script in July 2022?,text_intent_router,type_aware,default_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00639,4,What did Nate do while Joanna was on her road trip?,text_intent_router,type_aware,default_type_aware,0.07692307692307693,0.0,0.0,0.0,13
q00640,4,What does Nate do that he loves and can make money from?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00641,4,How did Joanna feel when someone wrote her a letter after reading her blog post?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00643,4,What kind of content did Joanna share that someone wrote her a letter about?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q00645,4,What type of ice cream does Joanna mention that Nate makes and is delicious?,text_intent_router,keyword,keyword_heavy,0.1,0.0,0.0,0.0,10
q00646,4,How did Nate feel about sharing his love for dairy-free desserts with Joanna?,text_intent_router,type_aware,causal_type_aware,0.5,0.0,1.0,1.0,2
q00647,4,What did Joanna share with her writers group in August 2022?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00649,4,How did Nate celebrate winning the international tournament?,text_intent_router,type_aware,causal_type_aware,0.012195121951219513,0.0,0.0,0.0,82
q00650,4,Why is Joanna experimenting with dairy-free options in her dessert recipes?,text_intent_router,type_aware,causal_type_aware,0.5,0.0,1.0,1.0,2
q00651,4,What substitution does Nate suggest for butter in dairy-free baking?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00652,4,What type of show did Nate host where he taught vegan ice cream recipes?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q00653,4,What is Nate's favorite dish from the cooking show he hosted?,text_intent_router,vector,identity_profile_vector,1.0,1.0,1.0,1.0,1
q00655,4,"What dessert did Joanna share a photo of that has an almond flour crust, chocolate ganache, and fresh raspberries?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00656,4,What kind of cake did Joanna share a photo of that she likes making for birthdays and special days?,text_intent_router,keyword,keyword_heavy,0.0196078431372549,0.0,0.0,0.0,51
q00657,4,"What two main ingredients are part of the dessert Joanna shared a photo of with blueberries, coconut milk, and a gluten-free crust?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00658,4,"What movie did Nate recently watch and enjoy on October 6, 2022?",text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00659,4,What did Joanna make for one of the ladies at her writing club?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00660,4,"What game did Nate play at the game convention he attended on 9 October, 2022?",text_intent_router,type_aware,default_type_aware,0.0625,0.0,0.0,0.0,16
q00661,4,What movie has Nate recently seen that blew his mind?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00662,4,"What game has Nate been playing nonstop with a futuristic setting and gameplay on October 9, 2022?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00664,4,How did Joanna describe the classic movie he watched?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q00665,4,What does Joanna recommend to make a living room comfy like hers?,text_intent_router,vector,identity_profile_vector,1.0,1.0,1.0,1.0,1
q00667,4,What does Joanna do while she writes?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00668,4,Why did Joanna name the stuffed animal dog Tilly?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q00669,4,What does Joanna do after receiving a rejection from a production company?,text_intent_router,type_aware,default_type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00672,4,What does Nate rely on for cheer and joy?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00673,4,What does Joanna use to remember her dog from Michigan?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00674,4,"What did Joanna contribute to that was shown on the big screen on the Sunday before October 25, 2022?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00675,4,What inspires Joanna to create drawings of her characters?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00676,4,Where does Joanna get her ideas for the characters from?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00678,4,What type of diet do Nate's turtles have?,text_intent_router,keyword,keyword_heavy,0.5,0.0,1.0,1.0,2
q00679,4,What ingredient did Nate use to make the ice cream lactose-free?,text_intent_router,type_aware,default_type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00680,4,What did Joanna find in old notebooks last week that prompted her to reflect on her progress as a writer?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00681,4,"What game is Nate currently playing and recommends to others on November 7, 2022?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00683,4,"What is the type of game ""Xenoblade Chronicles"" that Nate is playing?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00684,4,"What dish did Nate make on 9 November, 2022?",text_intent_router,type_aware,default_type_aware,0.02127659574468085,0.0,0.0,0.0,47
q00685,4,"What project is Joanna working on in her notebook on November 9, 2022?",text_intent_router,type_aware,default_type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00686,4,"What is Nate creating for YouTube on 9 November, 2022?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00688,4,What new content is Nate creating for YouTube?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00690,4,What did Joanna take a picture of near Fort Wayne last summer?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00691,4,What inspired Joanna to take a picture of the sunset in the field near Fort Wayne?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00692,4,Why did Nate get a third turtle?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q00693,4,What does Nate want to do when he goes over to Joanna's place?,text_intent_router,type_aware,temporal_type_aware,0.08333333333333333,0.0,0.0,0.0,12
q00694,4,What did Nate take to the beach in Tampa?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00695,4,What does Nate love most about having turtles?,text_intent_router,type_aware,default_type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00696,4,What did Nate share a photo of as a part of his experimentation in November 2022?,text_intent_router,type_aware,default_type_aware,0.029411764705882353,0.0,0.0,0.0,34
q00697,5,What color did Joanna choose for her hair?,text_intent_router,type_aware,default_type_aware,0.08333333333333333,0.0,0.0,0.0,12
q00698,5,What is Joanna's favorite movie trilogy?,text_intent_router,vector,identity_profile_vector,0.02040816326530612,0.0,0.0,0.0,49
q00699,5,What is Joanna's favorite book series about?,text_intent_router,vector,identity_profile_vector,0.010416666666666666,0.0,0.0,0.0,96
q00701,5,What game was the second tournament that Joanna won based on?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00702,5,What is Nate's third screenplay about?,text_intent_router,type_aware,default_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00703,5,What type of movies does Nate hate watching the most?,text_intent_router,keyword,keyword_heavy,0.16666666666666666,0.0,0.0,0.0,6
q00704,5,What genre is Joanna's first novella?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00705,5,What are Nate's plans for his finished screenplay in January 2022?,text_intent_router,type_aware,default_type_aware,0.022727272727272728,0.0,0.0,0.0,44
q00706,5,For how long has Nate had his snakes?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00707,5,What did Nate think of the caramel ice cream he made?,text_intent_router,type_aware,default_type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00708,5,"What flavor of cake did Nate make for his friend on 25 February, 2022?",text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00709,5,What was Nate's audition for?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00710,5,Why did Joanna choose the hair color she did?,text_intent_router,type_aware,causal_type_aware,0.5,0.0,1.0,1.0,2
q00711,5,What are the main ingredients of the ice cream recipe shared by Joanna?,text_intent_router,keyword,keyword_heavy,0.0625,0.0,0.0,0.0,16
q00712,5,What is Nate's project called in the writers group?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q00713,5,Which activity helps Nate escape and numbs his mind?,text_intent_router,vector,identity_profile_vector,0.05555555555555555,0.0,0.0,0.0,18
q00714,5,What filling did Nate use in the cake he made recently in May 2022?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00715,5,Who did Joanna plan to invite to her gaming party in June 2022?,text_intent_router,vector,identity_profile_vector,0.07142857142857142,0.0,0.0,0.0,14
q00716,5,What special items did Joanna get for everyone at her gaming party?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00717,5,What supervillain is Joanna a fan of?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00718,5,Which superhero toy figure does Joanna share a photo of?,text_intent_router,type_aware,default_type_aware,0.14285714285714285,0.0,0.0,0.0,7
q00719,5,What did Joanna make and share with her vegan diet group?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00720,5,How many people attended the gaming party hosted by Joanna in June 2022?,text_intent_router,type_aware,default_type_aware,0.2,0.0,0.0,1.0,5
q00721,5,Where did Nate go for a road trip for research?,text_intent_router,vector,identity_profile_vector,0.009345794392523364,0.0,0.0,0.0,107
q00722,5,What did Joanna discover at the museum in Woodhaven?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00723,5,What specific themes are explored in Nate's new book?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00724,5,How did Nate feel when someone wrote him a letter after reading his blog post?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00726,5,What did Nate share with his writers group in August 2022?,text_intent_router,type_aware,default_type_aware,0.125,0.0,0.0,0.0,8
q00728,5,How did Joanna celebrate winning the international tournament?,text_intent_router,type_aware,causal_type_aware,0.0005221932114882506,0.0,0.0,0.0,1915
q00729,5,What substitution does Nate suggest for sugar in dairy-free baking?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00730,5,What type of show did Joanna host where she taught vegan ice cream recipes?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q00731,5,What is Joanna's favorite dish from the cooking show she hosted?,text_intent_router,vector,identity_profile_vector,0.022727272727272728,0.0,0.0,0.0,44
q00732,5,"What dessert did Nate share a photo of that has an almond flour crust, chocolate ganache, and fresh raspberries?",text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00733,5,"What two main ingredients are part of the dessert Nate shared a photo of with blueberries, coconut milk, and a gluten-free crust?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00734,5,"What movie did Joanna recently watch and enjoy on October 6, 2022?",text_intent_router,type_aware,default_type_aware,0.05555555555555555,0.0,0.0,0.0,18
q00735,5,What did Nate make for one of the ladies at his writing club?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00736,5,"What game has Joanna been playing nonstop with a futuristic setting and gameplay on October 9, 2022?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00737,5,How did Nate describe the classic movie he watched?,text_intent_router,type_aware,causal_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00738,5,What does Nate recommend to make a living room comfy like his?,text_intent_router,vector,identity_profile_vector,0.015873015873015872,0.0,0.0,0.0,63
