query_id,query_type,query,method,num_gold,is_multi_evidence,mrr,recall@1,recall@3,recall@5,first_rank,any_hit@1,full_coverage@1,coverage_ratio@1,any_hit@3,full_coverage@3,coverage_ratio@3,any_hit@5,full_coverage@5,coverage_ratio@5,any_hit@10,full_coverage@10,coverage_ratio@10,any_hit@20,full_coverage@20,coverage_ratio@20
q00809,3,What kind of yoga for building core strength might John benefit from?,type_aware_plus_decomposition,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q00811,3,What other exercises can help John with his basketball performance?,type_aware,3,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666
q00811,3,What other exercises can help John with his basketball performance?,query_decomposition,3,1,0.02631578947368421,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00811,3,What other exercises can help John with his basketball performance?,type_aware_plus_decomposition,3,1,0.25,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666
q00824,3,What is a Star Wars book that Tim might enjoy?,type_aware,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q00824,3,What is a Star Wars book that Tim might enjoy?,query_decomposition,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q00824,3,What is a Star Wars book that Tim might enjoy?,type_aware_plus_decomposition,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q00825,3,What would be a good hobby related to his travel dreams for Tim to pick up?,type_aware,4,1,0.09090909090909091,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25
q00825,3,What would be a good hobby related to his travel dreams for Tim to pick up?,query_decomposition,4,1,0.02702702702702703,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00825,3,What would be a good hobby related to his travel dreams for Tim to pick up?,type_aware_plus_decomposition,4,1,0.1,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,1.0,0.0,0.25
q00828,3,Which Star Wars-related locations would Tim enjoy during his visit to Ireland?,type_aware,5,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.2,1.0,0.0,0.6,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0
q00828,3,Which Star Wars-related locations would Tim enjoy during his visit to Ireland?,query_decomposition,5,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.4
q00828,3,Which Star Wars-related locations would Tim enjoy during his visit to Ireland?,type_aware_plus_decomposition,5,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.2,1.0,0.0,0.4,1.0,0.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0
q01019,3,What is an indoor activity that Andrew would enjoy doing while make his dog happy?,type_aware,3,1,0.01639344262295082,0.0,0.0,0.0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01019,3,What is an indoor activity that Andrew would enjoy doing while make his dog happy?,query_decomposition,3,1,0.08333333333333333,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666
q01019,3,What is an indoor activity that Andrew would enjoy doing while make his dog happy?,type_aware_plus_decomposition,3,1,0.041666666666666664,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01020,3,Which meat does Audrey prefer eating more than others?,type_aware,2,1,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
q01020,3,Which meat does Audrey prefer eating more than others?,query_decomposition,2,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01020,3,Which meat does Audrey prefer eating more than others?,type_aware_plus_decomposition,2,1,0.06666666666666667,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
q01033,3,What can Andrew potentially do to improve his stress and accomodate his living situation with his dogs?,type_aware,5,1,0.125,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.4
q01033,3,What can Andrew potentially do to improve his stress and accomodate his living situation with his dogs?,query_decomposition,5,1,0.037037037037037035,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01033,3,What can Andrew potentially do to improve his stress and accomodate his living situation with his dogs?,type_aware_plus_decomposition,5,1,0.08333333333333333,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4
q01043,3,Which US state do Audrey and Andrew potentially live in?,type_aware,1,0,0.2,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01043,3,Which US state do Audrey and Andrew potentially live in?,query_decomposition,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01043,3,Which US state do Audrey and Andrew potentially live in?,type_aware_plus_decomposition,1,0,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01044,3,Which national park could Audrey and Andrew be referring to in their conversations?,type_aware,3,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666
q01044,3,Which national park could Audrey and Andrew be referring to in their conversations?,query_decomposition,3,1,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333
q01044,3,Which national park could Audrey and Andrew be referring to in their conversations?,type_aware_plus_decomposition,3,1,0.25,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666
q01052,3,What is something that Andrew could do to make birdwatching hobby to fit in his city schedule?,type_aware,3,1,0.018518518518518517,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01052,3,What is something that Andrew could do to make birdwatching hobby to fit in his city schedule?,query_decomposition,3,1,0.09090909090909091,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333
q01052,3,What is something that Andrew could do to make birdwatching hobby to fit in his city schedule?,type_aware_plus_decomposition,3,1,0.03333333333333333,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01053,3,What is a career that Andrew could potentially pursue with his love for animals and nature?,type_aware,5,1,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.8
q01053,3,What is a career that Andrew could potentially pursue with his love for animals and nature?,query_decomposition,5,1,0.125,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.4
q01053,3,What is a career that Andrew could potentially pursue with his love for animals and nature?,type_aware_plus_decomposition,5,1,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.4,1.0,0.0,0.8
q01158,3,What are John's suspected health problems?,type_aware,1,0,0.004,0.0,0.0,0.0,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01158,3,What are John's suspected health problems?,query_decomposition,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01158,3,What are John's suspected health problems?,type_aware_plus_decomposition,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01164,3,Does James live in Connecticut?,type_aware,2,1,0.1,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5
q01164,3,Does James live in Connecticut?,query_decomposition,2,1,0.07692307692307693,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
q01164,3,Does James live in Connecticut?,type_aware_plus_decomposition,2,1,0.125,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5
q01165,3,In which state is the shelter from which James adopted the puppy?,type_aware,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
q01165,3,In which state is the shelter from which James adopted the puppy?,query_decomposition,2,1,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
q01165,3,In which state is the shelter from which James adopted the puppy?,type_aware_plus_decomposition,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
q01170,3,Did James have a girlfriend during April 2022?,type_aware,1,0,0.16666666666666666,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
q01170,3,Did James have a girlfriend during April 2022?,query_decomposition,1,0,0.018518518518518517,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01170,3,Did James have a girlfriend during April 2022?,type_aware_plus_decomposition,1,0,0.14285714285714285,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
q01175,3,What is the board game where you have to find the imposter that John mentions to James?,type_aware,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01175,3,What is the board game where you have to find the imposter that John mentions to James?,query_decomposition,1,0,0.008403361344537815,0.0,0.0,0.0,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01175,3,What is the board game where you have to find the imposter that John mentions to James?,type_aware_plus_decomposition,1,0,0.16666666666666666,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
q01177,3,Was James feeling lonely before meeting Samantha?,type_aware,1,0,0.030303030303030304,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01177,3,Was James feeling lonely before meeting Samantha?,query_decomposition,1,0,0.01282051282051282,0.0,0.0,0.0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01177,3,Was James feeling lonely before meeting Samantha?,type_aware_plus_decomposition,1,0,0.012195121951219513,0.0,0.0,0.0,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01183,3,Are John and James fans of the same football team?,type_aware,3,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333
q01183,3,Are John and James fans of the same football team?,query_decomposition,3,1,0.1111111111111111,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333
q01183,3,Are John and James fans of the same football team?,type_aware_plus_decomposition,3,1,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333
q01188,3,Which country did James book tickets for in July 2022?,type_aware,4,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.25,1.0,0.0,0.5,1.0,0.0,0.75,1.0,0.0,0.75,1.0,0.0,0.75
q01188,3,Which country did James book tickets for in July 2022?,query_decomposition,4,1,0.2,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,1.0,0.0,0.25,1.0,0.0,0.5
q01188,3,Which country did James book tickets for in July 2022?,type_aware_plus_decomposition,4,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.25,1.0,0.0,0.5,1.0,0.0,0.75,1.0,0.0,0.75,1.0,0.0,0.75
q01191,3,Did John and James study together?,type_aware,1,0,0.125,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
q01191,3,Did John and James study together?,query_decomposition,1,0,0.034482758620689655,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01191,3,Did John and James study together?,type_aware_plus_decomposition,1,0,0.09090909090909091,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
q01193,3,What additional country did James visit during his trip to Canada?,type_aware,1,0,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01193,3,What additional country did James visit during his trip to Canada?,query_decomposition,1,0,0.0625,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
q01193,3,What additional country did James visit during his trip to Canada?,type_aware_plus_decomposition,1,0,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01194,3,Who is Jill?,type_aware,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01194,3,Who is Jill?,query_decomposition,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01194,3,Who is Jill?,type_aware_plus_decomposition,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01202,3,Why didn't John want to go to Starbucks?,type_aware,1,0,0.002898550724637681,0.0,0.0,0.0,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01202,3,Why didn't John want to go to Starbucks?,query_decomposition,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01202,3,Why didn't John want to go to Starbucks?,type_aware_plus_decomposition,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01353,3,In what country did Jolene's mother buy her the pendant?,type_aware,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01353,3,In what country did Jolene's mother buy her the pendant?,query_decomposition,1,0,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01353,3,In what country did Jolene's mother buy her the pendant?,type_aware_plus_decomposition,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01359,3,Is Deborah married?,type_aware,5,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.2,1.0,0.0,0.6,1.0,0.0,0.6,1.0,0.0,0.6,1.0,0.0,0.6
q01359,3,Is Deborah married?,query_decomposition,5,1,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.4,1.0,0.0,0.4,1.0,0.0,0.6
q01359,3,Is Deborah married?,type_aware_plus_decomposition,5,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.2,1.0,0.0,0.6,1.0,0.0,0.6,1.0,0.0,0.6,1.0,0.0,0.6
q01366,3,In what country did Jolene buy snake Seraphim?,type_aware,1,0,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01366,3,In what country did Jolene buy snake Seraphim?,query_decomposition,1,0,0.041666666666666664,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01366,3,In what country did Jolene buy snake Seraphim?,type_aware_plus_decomposition,1,0,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01371,3,Why did Jolene sometimes put off doing yoga?,type_aware,2,1,0.010309278350515464,0.0,0.0,0.0,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01371,3,Why did Jolene sometimes put off doing yoga?,query_decomposition,2,1,0.008130081300813009,0.0,0.0,0.0,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01371,3,Why did Jolene sometimes put off doing yoga?,type_aware_plus_decomposition,2,1,0.008064516129032258,0.0,0.0,0.0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01376,3,In what country was Jolene during summer 2022?,type_aware,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01376,3,In what country was Jolene during summer 2022?,query_decomposition,1,0,0.05263157894736842,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
q01376,3,In what country was Jolene during summer 2022?,type_aware_plus_decomposition,1,0,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01384,3,How old is Jolene?,type_aware,17,1,0.1,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.058823529411764705,1.0,0.0,0.23529411764705882
q01384,3,How old is Jolene?,query_decomposition,17,1,0.06666666666666667,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352941
q01384,3,How old is Jolene?,type_aware_plus_decomposition,17,1,0.1111111111111111,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.058823529411764705,1.0,0.0,0.23529411764705882
q01388,3,Does Deborah live close to the beach or the mountains?,type_aware,1,0,0.09090909090909091,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
q01388,3,Does Deborah live close to the beach or the mountains?,query_decomposition,1,0,0.00684931506849315,0.0,0.0,0.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01388,3,Does Deborah live close to the beach or the mountains?,type_aware_plus_decomposition,1,0,0.0625,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
q01396,3,Which US state did Jolene visit during her internship?,type_aware,1,0,0.08333333333333333,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
q01396,3,Which US state did Jolene visit during her internship?,query_decomposition,1,0,0.020833333333333332,0.0,0.0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01396,3,Which US state did Jolene visit during her internship?,type_aware_plus_decomposition,1,0,0.08333333333333333,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
q01418,3,Is the friend who wrote Deborah the motivational quote no longer alive?,type_aware,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01418,3,Is the friend who wrote Deborah the motivational quote no longer alive?,query_decomposition,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01418,3,Is the friend who wrote Deborah the motivational quote no longer alive?,type_aware_plus_decomposition,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01423,3,What card game is Deborah talking about?,type_aware,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01423,3,What card game is Deborah talking about?,query_decomposition,2,1,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01423,3,What card game is Deborah talking about?,type_aware_plus_decomposition,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01592,3,Which country was Evan visiting in May 2023?,type_aware,1,0,0.014925373134328358,0.0,0.0,0.0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01592,3,Which country was Evan visiting in May 2023?,query_decomposition,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01592,3,Which country was Evan visiting in May 2023?,type_aware_plus_decomposition,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01597,3,"Which type of vacation would Evan prefer with his family, walking tours in metropolitan cities or camping trip in the outdoors?",type_aware,5,1,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.4,1.0,0.0,0.4
q01597,3,"Which type of vacation would Evan prefer with his family, walking tours in metropolitan cities or camping trip in the outdoors?",query_decomposition,5,1,0.2,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.2
q01597,3,"Which type of vacation would Evan prefer with his family, walking tours in metropolitan cities or camping trip in the outdoors?",type_aware_plus_decomposition,5,1,0.2,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.4
q01606,3,"Considering their conversations and personal growth, what advice might Evan and Sam give to someone facing a major life transition or challenge?",type_aware,9,1,0.25,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1111111111111111,1.0,0.0,0.2222222222222222,1.0,0.0,0.3333333333333333
q01606,3,"Considering their conversations and personal growth, what advice might Evan and Sam give to someone facing a major life transition or challenge?",query_decomposition,9,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.1111111111111111,1.0,0.0,0.1111111111111111,1.0,0.0,0.1111111111111111,1.0,0.0,0.2222222222222222,1.0,0.0,0.3333333333333333
q01606,3,"Considering their conversations and personal growth, what advice might Evan and Sam give to someone facing a major life transition or challenge?",type_aware_plus_decomposition,9,1,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,0.0,0.1111111111111111,1.0,0.0,0.1111111111111111,1.0,0.0,0.2222222222222222,1.0,0.0,0.3333333333333333
q01607,3,"In light of the health and dietary changes discussed, what would be an appropriate gift for both Evan and Sam to encourage their healthy lifestyles?",type_aware,17,1,0.2,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.058823529411764705,1.0,0.0,0.11764705882352941,1.0,0.0,0.17647058823529413
q01607,3,"In light of the health and dietary changes discussed, what would be an appropriate gift for both Evan and Sam to encourage their healthy lifestyles?",query_decomposition,17,1,0.043478260869565216,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01607,3,"In light of the health and dietary changes discussed, what would be an appropriate gift for both Evan and Sam to encourage their healthy lifestyles?",type_aware_plus_decomposition,17,1,0.16666666666666666,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.058823529411764705,1.0,0.0,0.17647058823529413
q01614,3,What electronic device could Evan gift Sam to help him keep up with his fitness goals?,type_aware,2,1,0.03125,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
