query_id,query_type,method,selected_method,mrr,recall@1,recall@3,recall@5,first_rank,query,predicted_intent
q00540,1,type_aware,type_aware,0.024390243902439025,0.0,0.0,0.0,41,What movies have both Joanna and Nate seen?,fixed_baseline
q00541,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1,How long did it take for Joanna to finish writing her book?,fixed_baseline
q00542,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1,When did Nate win a lot of money in a video game tournament?,fixed_baseline
q00543,2,type_aware,type_aware,0.5,0.0,1.0,1.0,2,When did Joanna finish up the writing for her book?,fixed_baseline
q00544,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What board games has Nate played?,fixed_baseline
q00545,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What places has Nate met new people?,fixed_baseline
q00546,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1,When did Nate go to a convention and meet new people?,fixed_baseline
q00547,1,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3,How many times has Joanna's scripts been rejected?,fixed_baseline
q00548,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What is something Nate gave to Joanna that brings her a lot of joy?,fixed_baseline
q00549,1,type_aware,type_aware,0.09090909090909091,0.0,0.0,0.0,11,When did Nate get Tilly for Joanna?,fixed_baseline
q00550,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2,How many of Joanna's writing have made it to the big screen?,fixed_baseline
q00551,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1,How many times has Nate taken his turtles on a walk?,fixed_baseline
q00553,1,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7,What is Joanna inspired by?,fixed_baseline
q00554,1,type_aware,type_aware,0.04,0.0,0.0,0.0,25,What animal do both Nate and Joanna like?,fixed_baseline
q00555,2,type_aware,type_aware,0.16666666666666666,0.0,0.0,0.0,6,When did Joanna plan to go over to Nate's and share recipes?,fixed_baseline
q00556,1,type_aware,type_aware,0.09090909090909091,0.0,0.0,0.0,11,What things has Nate reccomended to Joanna?,fixed_baseline
q00557,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What does Joanna do to remember happy memories?,fixed_baseline
q00558,3,type_aware,type_aware,0.018867924528301886,0.0,0.0,0.0,53,What Console does Nate own?,fixed_baseline
q00559,1,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7,What mediums does Nate use to play games?,fixed_baseline
q00560,1,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3,How many letters has Joanna recieved?,fixed_baseline
q00561,1,type_aware,type_aware,0.07142857142857142,0.0,0.0,0.0,14,What video games does Nate play?,fixed_baseline
q00562,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1,When did Nate win a big Valorant tourney?,fixed_baseline
q00563,2,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3,Which torunament did Nate win in the beginning of November 2022?,fixed_baseline
q00564,3,type_aware,type_aware,0.016129032258064516,0.0,0.0,0.0,62,What alternative career might Nate consider after gaming?,fixed_baseline
q00565,1,type_aware,type_aware,0.07142857142857142,0.0,0.0,0.0,14,What pets does Nate have?,fixed_baseline
q00566,3,type_aware,type_aware,0.05555555555555555,0.0,0.0,0.0,18,How many hikes has Joanna been on?,fixed_baseline
q00567,1,type_aware,type_aware,0.058823529411764705,0.0,0.0,0.0,17,How many turtles does Nate have?,fixed_baseline
q00568,1,type_aware,type_aware,0.25,0.0,0.0,1.0,4,What activities does Nate do with his turtles?,fixed_baseline
q00569,1,type_aware,type_aware,0.038461538461538464,0.0,0.0,0.0,26,What do both Joanna and Nate appreciate the beauty of?,fixed_baseline
q00570,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1,When did Joanna plan on going to Nate's to watch him play with his turtles?,fixed_baseline
q00571,3,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What state did Joanna visit in summer 2021?,fixed_baseline
q00572,1,type_aware,type_aware,0.05263157894736842,0.0,0.0,0.0,19,What recommendations has Nate received from Joanna?,fixed_baseline
q00573,1,type_aware,type_aware,0.2,0.0,0.0,1.0,5,What are Nate's favorite desserts?,fixed_baseline
q00574,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1,How has Nate tried to disburse his vegan ice-cream recipes?,fixed_baseline
q00575,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1,When did Nate win his second tournament?,fixed_baseline
q00576,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1,How many video game tournaments has Nate participated in?,fixed_baseline
q00577,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2,How many screenplays has Joanna written?,fixed_baseline
q00578,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2,How many tournaments has Nate won?,fixed_baseline
q00579,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What recipes has Joanna made?,fixed_baseline
q00580,1,type_aware,type_aware,0.1,0.0,0.0,0.0,10,What recipes has Nate made?,fixed_baseline
q00581,1,type_aware,type_aware,0.2,0.0,0.0,1.0,5,What are the skills that Nate has helped others learn?,fixed_baseline
q00582,3,type_aware,type_aware,0.00819672131147541,0.0,0.0,0.0,122,Was the first half of September 2022 a good month career-wise for Nate and Joanna? Answer yes or no.,fixed_baseline
q00583,3,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3,What kind of job is Joanna beginning to preform the duties of because of her movie scripts?,fixed_baseline
q00584,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1,When did Nate take his turtles to the beach?,fixed_baseline
q00585,3,type_aware,type_aware,0.02040816326530612,0.0,0.0,0.0,49,What state did Nate visit?,fixed_baseline
q00586,4,type_aware,type_aware,0.16666666666666666,0.0,0.0,0.0,6,What is one of Joanna's favorite movies?,fixed_baseline
q00587,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2,What color did Nate choose for his hair?,fixed_baseline
q00588,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What is Nate's favorite movie trilogy?,fixed_baseline
q00589,4,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3,What is Nate's favorite book series about?,fixed_baseline
q00591,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What game was the second tournament that Nate won based on?,fixed_baseline
q00592,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What is Joanna's third screenplay about?,fixed_baseline
q00593,4,type_aware,type_aware,0.030303030303030304,0.0,0.0,0.0,33,What is Nate's favorite video game?,fixed_baseline
q00594,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2,What type of movies does Nate enjoy watching the most?,fixed_baseline
q00595,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2,"What did Joanna just finish last Friday on 23 January, 2022?",fixed_baseline
q00596,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What genre is Joanna's first screenplay?,fixed_baseline
q00597,4,type_aware,type_aware,0.07692307692307693,0.0,0.0,0.0,13,What are Joanna's plans for her finished screenplay in January 2022?,fixed_baseline
q00598,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2,For how long has Nate had his turtles?,fixed_baseline
q00599,4,type_aware,type_aware,0.2,0.0,0.0,1.0,5,What did Nate think of the coconut milk ice cream he made?,fixed_baseline
q00600,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,Which dairy-free dessert flavors does Nate enjoy?,fixed_baseline
q00601,4,type_aware,type_aware,0.03125,0.0,0.0,0.0,32,"What did Joanna recently watch and recommend to Nate on February 7, 2022?",fixed_baseline
q00602,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What is ""Little Women"" about according to Joanna?",fixed_baseline
q00603,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What flavor of ice cream did Nate make for his friend on 25 February, 2022?",fixed_baseline
q00604,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What inspired Joanna's new screenplay on 25 February, 2022?",fixed_baseline
q00605,4,type_aware,type_aware,0.25,0.0,0.0,1.0,4,Why does Nate like turtles as pets?,fixed_baseline
q00607,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What was Joanna's audition for?,fixed_baseline
q00608,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,Why did Nate choose the hair color he did?,fixed_baseline
q00609,4,type_aware,type_aware,0.1,0.0,0.0,0.0,10,What are the main ingredients of the ice cream recipe shared by Nate?,fixed_baseline
q00610,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What is Joanna's project called in the writers group?,fixed_baseline
q00611,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2,What is Nate's favorite genre of movies?,fixed_baseline
q00612,4,type_aware,type_aware,0.1,0.0,0.0,0.0,10,What kind of books does Nate enjoy?,fixed_baseline
q00613,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What kind of films does Joanna enjoy?,fixed_baseline
q00614,4,type_aware,type_aware,0.1,0.0,0.0,0.0,10,Which activity helps Nate escape and stimulates his imagination?,fixed_baseline
q00615,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What filling did Joanna use in the cake she made recently in May 2022?,fixed_baseline
q00616,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What kind of frosting did Joanna use on the cake she made recently in May 2022?,fixed_baseline
q00617,4,type_aware,type_aware,0.007692307692307693,0.0,0.0,0.0,130,What does Nate feel he could do when out in cool places like Whispering Falls?,fixed_baseline
q00618,4,type_aware,type_aware,0.2,0.0,0.0,1.0,5,What creative activity does Nate joke about pursuing after being inspired by their hikes with Jo?,fixed_baseline
q00619,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,Who invited Nate to join her on the trails sometime?,fixed_baseline
q00620,4,type_aware,type_aware,0.07142857142857142,0.0,0.0,0.0,14,"What did Nate do for Joanna on 25 May, 2022?",fixed_baseline
q00621,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2,How does Nate describe the stuffed animal he got for Joanna?,fixed_baseline
q00622,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What event is Nate organizing in June 2022?,fixed_baseline
q00623,4,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3,Who did Nate plan to invite to his gaming party in June 2022?,fixed_baseline
q00624,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What special items did Nate get for everyone at his gaming party?,fixed_baseline
q00625,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What did Joanna write yesterday that appeared on the big screen?,fixed_baseline
q00626,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What superhero is Joanna a fan of?,fixed_baseline
q00627,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,Which superhero toy figure does Nate share a photo of?,fixed_baseline
q00628,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What is displayed on Joanna's cork board for motivation and creativity?,fixed_baseline
q00629,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What does the photo on Joanna's cork board remind her of?,fixed_baseline
q00630,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What did Nate make and share with his vegan diet group?,fixed_baseline
q00631,4,type_aware,type_aware,0.25,0.0,0.0,1.0,4,How many people attended the gaming party hosted by Nate in June 2022?,fixed_baseline
q00632,4,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3,What recipe Nate offer to share with Joanna?,fixed_baseline
q00633,4,type_aware,type_aware,0.03225806451612903,0.0,0.0,0.0,31,What did Joanna plan to do with the recipe Nate promised to share?,fixed_baseline
q00634,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"How many video game tournaments has Nate won by July 10, 2022?",fixed_baseline
q00635,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,Where did Joanna go for a road trip for research?,fixed_baseline
q00636,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2,What did Joanna discover at the library in Woodhaven?,fixed_baseline
q00637,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What specific themes are explored in Joanna's new book?,fixed_baseline
q00638,4,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3,What inspired Joanna's new script in July 2022?,fixed_baseline
q00639,4,type_aware,type_aware,0.07692307692307693,0.0,0.0,0.0,13,What did Nate do while Joanna was on her road trip?,fixed_baseline
q00640,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What does Nate do that he loves and can make money from?,fixed_baseline
q00641,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,How did Joanna feel when someone wrote her a letter after reading her blog post?,fixed_baseline
q00643,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What kind of content did Joanna share that someone wrote her a letter about?,fixed_baseline
q00645,4,type_aware,type_aware,0.08333333333333333,0.0,0.0,0.0,12,What type of ice cream does Joanna mention that Nate makes and is delicious?,fixed_baseline
q00646,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2,How did Nate feel about sharing his love for dairy-free desserts with Joanna?,fixed_baseline
q00647,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What did Joanna share with her writers group in August 2022?,fixed_baseline
q00649,4,type_aware,type_aware,0.012195121951219513,0.0,0.0,0.0,82,How did Nate celebrate winning the international tournament?,fixed_baseline
q00650,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2,Why is Joanna experimenting with dairy-free options in her dessert recipes?,fixed_baseline
q00651,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What substitution does Nate suggest for butter in dairy-free baking?,fixed_baseline
q00652,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What type of show did Nate host where he taught vegan ice cream recipes?,fixed_baseline
q00653,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What is Nate's favorite dish from the cooking show he hosted?,fixed_baseline
q00655,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What dessert did Joanna share a photo of that has an almond flour crust, chocolate ganache, and fresh raspberries?",fixed_baseline
q00656,4,type_aware,type_aware,0.029411764705882353,0.0,0.0,0.0,34,What kind of cake did Joanna share a photo of that she likes making for birthdays and special days?,fixed_baseline
q00657,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What two main ingredients are part of the dessert Joanna shared a photo of with blueberries, coconut milk, and a gluten-free crust?",fixed_baseline
q00658,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2,"What movie did Nate recently watch and enjoy on October 6, 2022?",fixed_baseline
q00659,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What did Joanna make for one of the ladies at her writing club?,fixed_baseline
q00660,4,type_aware,type_aware,0.0625,0.0,0.0,0.0,16,"What game did Nate play at the game convention he attended on 9 October, 2022?",fixed_baseline
q00661,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What movie has Nate recently seen that blew his mind?,fixed_baseline
q00662,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What game has Nate been playing nonstop with a futuristic setting and gameplay on October 9, 2022?",fixed_baseline
q00664,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,How did Joanna describe the classic movie he watched?,fixed_baseline
q00665,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What does Joanna recommend to make a living room comfy like hers?,fixed_baseline
q00667,4,type_aware,type_aware,0.5,0.0,1.0,1.0,2,What does Joanna do while she writes?,fixed_baseline
q00668,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,Why did Joanna name the stuffed animal dog Tilly?,fixed_baseline
q00669,4,type_aware,type_aware,0.16666666666666666,0.0,0.0,0.0,6,What does Joanna do after receiving a rejection from a production company?,fixed_baseline
q00672,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What does Nate rely on for cheer and joy?,fixed_baseline
q00673,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What does Joanna use to remember her dog from Michigan?,fixed_baseline
q00674,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What did Joanna contribute to that was shown on the big screen on the Sunday before October 25, 2022?",fixed_baseline
q00675,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What inspires Joanna to create drawings of her characters?,fixed_baseline
q00676,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,Where does Joanna get her ideas for the characters from?,fixed_baseline
q00678,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What type of diet do Nate's turtles have?,fixed_baseline
q00679,4,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7,What ingredient did Nate use to make the ice cream lactose-free?,fixed_baseline
q00680,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What did Joanna find in old notebooks last week that prompted her to reflect on her progress as a writer?,fixed_baseline
q00681,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What game is Nate currently playing and recommends to others on November 7, 2022?",fixed_baseline
q00683,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What is the type of game ""Xenoblade Chronicles"" that Nate is playing?",fixed_baseline
q00684,4,type_aware,type_aware,0.02127659574468085,0.0,0.0,0.0,47,"What dish did Nate make on 9 November, 2022?",fixed_baseline
q00685,4,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7,"What project is Joanna working on in her notebook on November 9, 2022?",fixed_baseline
q00686,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What is Nate creating for YouTube on 9 November, 2022?",fixed_baseline
q00688,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What new content is Nate creating for YouTube?,fixed_baseline
q00690,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What did Joanna take a picture of near Fort Wayne last summer?,fixed_baseline
q00691,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What inspired Joanna to take a picture of the sunset in the field near Fort Wayne?,fixed_baseline
q00692,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,Why did Nate get a third turtle?,fixed_baseline
q00693,4,type_aware,type_aware,0.08333333333333333,0.0,0.0,0.0,12,What does Nate want to do when he goes over to Joanna's place?,fixed_baseline
q00694,4,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What did Nate take to the beach in Tampa?,fixed_baseline
q00695,4,type_aware,type_aware,0.16666666666666666,0.0,0.0,0.0,6,What does Nate love most about having turtles?,fixed_baseline
q00696,4,type_aware,type_aware,0.029411764705882353,0.0,0.0,0.0,34,What did Nate share a photo of as a part of his experimentation in November 2022?,fixed_baseline
q00697,5,type_aware,type_aware,0.08333333333333333,0.0,0.0,0.0,12,What color did Joanna choose for her hair?,fixed_baseline
q00698,5,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3,What is Joanna's favorite movie trilogy?,fixed_baseline
q00699,5,type_aware,type_aware,0.05263157894736842,0.0,0.0,0.0,19,What is Joanna's favorite book series about?,fixed_baseline
q00701,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2,What game was the second tournament that Joanna won based on?,fixed_baseline
q00702,5,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3,What is Nate's third screenplay about?,fixed_baseline
q00703,5,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3,What type of movies does Nate hate watching the most?,fixed_baseline
q00704,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What genre is Joanna's first novella?,fixed_baseline
q00705,5,type_aware,type_aware,0.022727272727272728,0.0,0.0,0.0,44,What are Nate's plans for his finished screenplay in January 2022?,fixed_baseline
q00706,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,For how long has Nate had his snakes?,fixed_baseline
q00707,5,type_aware,type_aware,0.16666666666666666,0.0,0.0,0.0,6,What did Nate think of the caramel ice cream he made?,fixed_baseline
q00708,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2,"What flavor of cake did Nate make for his friend on 25 February, 2022?",fixed_baseline
q00709,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What was Nate's audition for?,fixed_baseline
q00710,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2,Why did Joanna choose the hair color she did?,fixed_baseline
q00711,5,type_aware,type_aware,0.0625,0.0,0.0,0.0,16,What are the main ingredients of the ice cream recipe shared by Joanna?,fixed_baseline
q00712,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What is Nate's project called in the writers group?,fixed_baseline
q00713,5,type_aware,type_aware,0.0625,0.0,0.0,0.0,16,Which activity helps Nate escape and numbs his mind?,fixed_baseline
q00714,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2,What filling did Nate use in the cake he made recently in May 2022?,fixed_baseline
q00715,5,type_aware,type_aware,0.125,0.0,0.0,0.0,8,Who did Joanna plan to invite to her gaming party in June 2022?,fixed_baseline
q00716,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What special items did Joanna get for everyone at her gaming party?,fixed_baseline
q00717,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What supervillain is Joanna a fan of?,fixed_baseline
q00718,5,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7,Which superhero toy figure does Joanna share a photo of?,fixed_baseline
q00719,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2,What did Joanna make and share with her vegan diet group?,fixed_baseline
q00720,5,type_aware,type_aware,0.2,0.0,0.0,1.0,5,How many people attended the gaming party hosted by Joanna in June 2022?,fixed_baseline
q00721,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,Where did Nate go for a road trip for research?,fixed_baseline
q00722,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2,What did Joanna discover at the museum in Woodhaven?,fixed_baseline
q00723,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What specific themes are explored in Nate's new book?,fixed_baseline
q00724,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,How did Nate feel when someone wrote him a letter after reading his blog post?,fixed_baseline
q00726,5,type_aware,type_aware,0.125,0.0,0.0,0.0,8,What did Nate share with his writers group in August 2022?,fixed_baseline
q00728,5,type_aware,type_aware,0.0005221932114882506,0.0,0.0,0.0,1915,How did Joanna celebrate winning the international tournament?,fixed_baseline
q00729,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What substitution does Nate suggest for sugar in dairy-free baking?,fixed_baseline
q00730,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What type of show did Joanna host where she taught vegan ice cream recipes?,fixed_baseline
q00731,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What is Joanna's favorite dish from the cooking show she hosted?,fixed_baseline
q00732,5,type_aware,type_aware,0.5,0.0,1.0,1.0,2,"What dessert did Nate share a photo of that has an almond flour crust, chocolate ganache, and fresh raspberries?",fixed_baseline
q00733,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What two main ingredients are part of the dessert Nate shared a photo of with blueberries, coconut milk, and a gluten-free crust?",fixed_baseline
q00734,5,type_aware,type_aware,0.05555555555555555,0.0,0.0,0.0,18,"What movie did Joanna recently watch and enjoy on October 6, 2022?",fixed_baseline
q00735,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What did Nate make for one of the ladies at his writing club?,fixed_baseline
q00736,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What game has Joanna been playing nonstop with a futuristic setting and gameplay on October 9, 2022?",fixed_baseline
q00737,5,type_aware,type_aware,0.3333333333333333,0.0,1.0,1.0,3,How did Nate describe the classic movie he watched?,fixed_baseline
q00738,5,type_aware,type_aware,0.25,0.0,0.0,1.0,4,What does Nate recommend to make a living room comfy like his?,fixed_baseline
q00740,5,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7,What does Nate do while he writes?,fixed_baseline
q00741,5,type_aware,type_aware,0.007874015748031496,0.0,0.0,0.0,127,What does Nate do after receiving a rejection from a production company?,fixed_baseline
q00742,5,type_aware,type_aware,0.043478260869565216,0.0,0.0,0.0,23,What does Joanna rely on for cheer and joy?,fixed_baseline
q00743,5,type_aware,type_aware,0.25,0.0,0.0,1.0,4,What does Nate use to remember his dog from Michigan?,fixed_baseline
q00744,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What inspires Joanna to create music for her characters?,fixed_baseline
q00745,5,type_aware,type_aware,0.25,0.0,0.0,1.0,4,What type of diet do Joanna's turtles have?,fixed_baseline
q00746,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What did Nate find in old notebooks last week that prompted him to reflect on her progress as a writer?,fixed_baseline
q00747,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What game is Joanna currently playing and recommends to others on November 7, 2022?",fixed_baseline
q00749,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What is the type of game ""Xenoblade Chronicles"" that Joanna is playing?",fixed_baseline
q00750,5,type_aware,type_aware,0.015625,0.0,0.0,0.0,64,"What project is Nate working on in his notebook on November 9, 2022?",fixed_baseline
q00751,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,"What is Joanna creating for YouTube on 9 November, 2022?",fixed_baseline
q00753,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What new content is Nate creating for television?,fixed_baseline
q00754,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What did Nate take a picture of near Fort Wayne last summer?,fixed_baseline
q00755,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,Why did Joanna get a third turtle?,fixed_baseline
q00756,5,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What did Joanna take to the beach in Tampa?,fixed_baseline
q00757,5,type_aware,type_aware,0.07142857142857142,0.0,0.0,0.0,14,What does Joanna love most about having turtles?,fixed_baseline
q00758,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1,what are John's goals with regards to his basketball career?,fixed_baseline
q00759,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2,What are John's goals for his career that are not related to his basketball skills?,fixed_baseline
q00760,1,type_aware,type_aware,0.14285714285714285,0.0,0.0,0.0,7,What items does John collect?,fixed_baseline
q00761,3,type_aware,type_aware,0.008771929824561403,0.0,0.0,0.0,114,Would Tim enjoy reading books by C. S. Lewis or John Greene?,fixed_baseline
q00762,1,type_aware,type_aware,0.019230769230769232,0.0,0.0,0.0,52,What books has Tim read?,fixed_baseline
q00763,3,type_aware,type_aware,0.016666666666666666,0.0,0.0,0.0,60,"Based on Tim's collections, what is a shop that he would enjoy visiting in New York city?",fixed_baseline
q00764,2,type_aware,type_aware,0.5,0.0,1.0,1.0,2,In which month's game did John achieve a career-high score in points?,fixed_baseline
q00765,1,type_aware,type_aware,0.02857142857142857,0.0,0.0,0.0,35,Which geographical locations has Tim been to?,fixed_baseline
q00766,3,type_aware,type_aware,1.0,1.0,1.0,1.0,1,Which outdoor gear company likely signed up John for an endorsement deal?,fixed_baseline
q00767,1,type_aware,type_aware,0.5,0.0,1.0,1.0,2,Which endorsement deals has John been offered?,fixed_baseline
q00768,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1,When was John in Seattle for a game?,fixed_baseline
q00769,1,type_aware,type_aware,0.02127659574468085,0.0,0.0,0.0,47,What sports does John like besides basketball?,fixed_baseline
q00770,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What year did John start surfing?,fixed_baseline
q00771,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What does Tim do to escape reality?,fixed_baseline
q00772,1,type_aware,type_aware,1.0,1.0,1.0,1.0,1,What kind of writing does Tim do?,fixed_baseline
q00773,3,type_aware,type_aware,1.0,1.0,1.0,1.0,1,Who is Anthony?,fixed_baseline
q00774,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1,After how many weeks did Tim reconnect with the fellow Harry Potter fan from California?,fixed_baseline
q00775,1,type_aware,type_aware,0.016129032258064516,0.0,0.0,0.0,62,How many games has John mentioned winning?,fixed_baseline
q00776,1,type_aware,type_aware,0.16666666666666666,0.0,0.0,0.0,6,What authors has Tim read books from?,fixed_baseline
q00777,3,type_aware,type_aware,0.5,0.0,1.0,1.0,2,What is a prominent charity organization that John might want to work with and why?,fixed_baseline
q00778,2,type_aware,type_aware,1.0,1.0,1.0,1.0,1,Which city was John in before traveling to Chicago?,fixed_baseline
