query_id,query,num_facets,facets,mrr,recall@1,recall@3,recall@5,first_rank,any_hit@1,full_coverage@1,coverage_ratio@1,any_hit@3,full_coverage@3,coverage_ratio@3,any_hit@5,full_coverage@5,coverage_ratio@5,any_hit@10,full_coverage@10,coverage_ratio@10,any_hit@20,full_coverage@20,coverage_ratio@20
q01376,In what country was Jolene during summer 2022?,12,In what country was Jolene during summer 2022? || jolene country jolene during summer 2022 || jolene country jolene || jolene jolene during || jolene during summer || jolene summer 2022 || jolene country jolene during || jolene jolene during summer || jolene during summer 2022 || jolene country jolene during summer || jolene jolene during summer 2022 || jolene country,0.05263157894736842,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
q01384,How old is Jolene?,7,How old is Jolene? || jolene how old jolene || jolene how old || jolene old jolene || jolene how || jolene old || jolene jolene,0.06666666666666667,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352941
q01388,Does Deborah live close to the beach or the mountains?,12,Does Deborah live close to the beach or the mountains? || deborah deborah live close beach mountains || deborah deborah live close beach || deborah mountains || deborah deborah live || deborah live close || deborah close beach || deborah beach mountains || deborah deborah live close || deborah live close beach || deborah close beach mountains || deborah live close beach mountains,0.00684931506849315,0.0,0.0,0.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01396,Which US state did Jolene visit during her internship?,12,Which US state did Jolene visit during her internship? || jolene state jolene visit during internship || jolene state jolene || jolene jolene visit || jolene visit during || jolene during internship || jolene state jolene visit || jolene jolene visit during || jolene visit during internship || jolene state jolene visit during || jolene jolene visit during internship || jolene state,0.020833333333333332,0.0,0.0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01418,Is the friend who wrote Deborah the motivational quote no longer alive?,12,Is the friend who wrote Deborah the motivational quote no longer alive? || deborah friend wrote deborah motivational quote longer alive || deborah friend wrote || deborah wrote deborah || deborah deborah motivational || deborah motivational quote || deborah quote longer || deborah longer alive || deborah friend wrote deborah || deborah wrote deborah motivational || deborah deborah motivational quote || deborah motivational quote longer,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01423,What card game is Deborah talking about?,12,What card game is Deborah talking about? || deborah card game deborah talking about || deborah card game || deborah game deborah || deborah deborah talking || deborah talking about || deborah card game deborah || deborah game deborah talking || deborah deborah talking about || deborah card game deborah talking || deborah game deborah talking about || deborah card,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01592,Which country was Evan visiting in May 2023?,12,Which country was Evan visiting in May 2023? || evan country evan visiting may 2023 || evan country evan || evan evan visiting || evan visiting may || evan may 2023 || evan country evan visiting || evan evan visiting may || evan visiting may 2023 || evan country evan visiting may || evan evan visiting may 2023 || evan country,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01597,"Which type of vacation would Evan prefer with his family, walking tours in metropolitan cities or camping trip in the outdoors?",12,"Which type of vacation would Evan prefer with his family, walking tours in metropolitan cities or camping trip in the outdoors? || evan type vacation evan prefer family walking tours metropolitan cities camping trip outdoors || evan type vacation evan prefer family walking tours metropolitan cities || evan camping trip outdoors || evan type vacation || evan vacation evan || evan evan prefer || evan prefer family || evan family walking || evan walking tours || evan tours metropolitan || evan metropolitan cities",0.2,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.2
q01606,"Considering their conversations and personal growth, what advice might Evan and Sam give to someone facing a major life transition or challenge?",12,"Considering their conversations and personal growth, what advice might Evan and Sam give to someone facing a major life transition or challenge? || sam evan considering conversations personal growth advice evan sam give someone facing major life transition challenge || sam evan considering conversations || sam evan personal growth advice evan || sam evan sam give someone facing major life transition || sam evan challenge || sam evan conversations personal || sam evan personal growth || sam evan growth advice || sam evan advice evan || sam evan evan sam || sam evan sam give",1.0,1.0,1.0,1.0,1,1.0,0.0,0.1111111111111111,1.0,0.0,0.1111111111111111,1.0,0.0,0.1111111111111111,1.0,0.0,0.2222222222222222,1.0,0.0,0.3333333333333333
q01607,"In light of the health and dietary changes discussed, what would be an appropriate gift for both Evan and Sam to encourage their healthy lifestyles?",12,"In light of the health and dietary changes discussed, what would be an appropriate gift for both Evan and Sam to encourage their healthy lifestyles? || sam evan light health dietary changes discussed appropriate gift both evan sam encourage healthy lifestyles || sam evan light health || sam evan dietary changes discussed appropriate gift both evan || sam evan sam encourage healthy lifestyles || sam evan health dietary || sam evan dietary changes || sam evan changes discussed || sam evan discussed appropriate || sam evan appropriate gift || sam evan gift both || sam evan both evan",0.043478260869565216,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01614,What electronic device could Evan gift Sam to help him keep up with his fitness goals?,12,What electronic device could Evan gift Sam to help him keep up with his fitness goals? || sam evan electronic device could evan gift sam help him keep fitness goals || sam evan electronic device || sam evan device could || sam evan could evan || sam evan evan gift || sam evan gift sam || sam evan sam help || sam evan help him || sam evan him keep || sam evan keep fitness || sam evan fitness goals,0.038461538461538464,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01630,How often does Sam get health checkups?,12,How often does Sam get health checkups? || sam how often sam get health checkups || sam how often || sam often sam || sam sam get || sam get health || sam health checkups || sam how often sam || sam often sam get || sam sam get health || sam get health checkups || sam how often sam get,0.038461538461538464,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01638,"What challenges does Sam face in his quest for a healthier lifestyle, and how does he address them?",12,"What challenges does Sam face in his quest for a healthier lifestyle, and how does he address them? || sam challenges sam face quest healthier lifestyle how address them || sam challenges sam face quest healthier lifestyle || sam how address them || sam challenges sam || sam sam face || sam face quest || sam quest healthier || sam healthier lifestyle || sam lifestyle how || sam how address || sam address them",0.016666666666666666,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01644,Which US state was Sam travelling in during October 2023?,12,Which US state was Sam travelling in during October 2023? || sam state sam travelling during october 2023 || sam state sam || sam sam travelling || sam travelling during || sam during october || sam october 2023 || sam state sam travelling || sam sam travelling during || sam travelling during october || sam during october 2023 || sam state sam travelling during,0.047619047619047616,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01652,Does Evan live close to a beach or mountains?,12,Does Evan live close to a beach or mountains? || evan evan live close beach mountains || evan evan live close beach || evan mountains || evan evan live || evan live close || evan close beach || evan beach mountains || evan evan live close || evan live close beach || evan close beach mountains || evan live close beach mountains,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
q01658,Which major holiday season conincides with Evan's wedding?,12,Which major holiday season conincides with Evan's wedding? || evan major holiday season conincides evan wedding || evan major holiday || evan holiday season || evan season conincides || evan conincides evan || evan evan wedding || evan major holiday season || evan holiday season conincides || evan season conincides evan || evan conincides evan wedding || evan major holiday season conincides,0.14285714285714285,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
q01787,Which country do Calvin and Dave want to meet in?,12,Which country do Calvin and Dave want to meet in? || dave calvin country calvin dave want meet || dave calvin country calvin || dave calvin dave want meet || dave calvin calvin dave || dave calvin dave want || dave calvin want meet || dave calvin country calvin dave || dave calvin calvin dave want || dave calvin country calvin dave want || dave calvin calvin dave want meet || dave calvin country,0.041666666666666664,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01790,Does Dave's shop employ a lot of people?,12,Does Dave's shop employ a lot of people? || dave dave shop employ lot people || dave dave shop || dave shop employ || dave employ lot || dave lot people || dave dave shop employ || dave shop employ lot || dave employ lot people || dave dave shop employ lot || dave shop employ lot people || dave dave,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
q01796,Would Calvin enjoy performing at the Hollywood Bowl?,12,Would Calvin enjoy performing at the Hollywood Bowl? || calvin calvin enjoy performing hollywood bowl || calvin calvin enjoy || calvin enjoy performing || calvin performing hollywood || calvin hollywood bowl || calvin calvin enjoy performing || calvin enjoy performing hollywood || calvin performing hollywood bowl || calvin calvin enjoy performing hollywood || calvin enjoy performing hollywood bowl || calvin calvin,0.16666666666666666,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
q01804,Does Calvin wish to become more popular?,11,Does Calvin wish to become more popular? || calvin calvin wish become popular || calvin calvin wish || calvin wish become || calvin become popular || calvin calvin wish become || calvin wish become popular || calvin calvin || calvin wish || calvin become || calvin popular,0.05555555555555555,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2
q01820,Does Calvin love music tours?,11,Does Calvin love music tours? || calvin calvin love music tours || calvin calvin love || calvin love music || calvin music tours || calvin calvin love music || calvin love music tours || calvin calvin || calvin love || calvin music || calvin tours,0.05,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.125
