split_seed,query_id,query_type,query,method,selected_method,mrr,recall@1,recall@3,recall@5,first_rank
17,q00863,4,What is Tim excited to see at Universal Studios?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q00864,4,Where are John and his teammates planning to explore on a team trip?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q00870,4,What was the setting for John and his wife's first dance?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q00879,4,What does John find rewarding about mentoring the younger players?,supervised_text_router,keyword,0.25,0.0,0.0,1.0,4
17,q00885,4,What hobby is a therapy for John when away from the court?,supervised_text_router,keyword,0.07142857142857142,0.0,0.0,0.0,14
17,q00886,4,What type of meal does John often cook using a slow cooker?,supervised_text_router,keyword,0.3333333333333333,0.0,1.0,1.0,3
17,q00888,4,"What was Tim's huge writing issue last week,as mentioned on November 6, 2023?",supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q00890,4,Why do Tim and John find LeBron inspiring?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q00903,4,"Where was the forest picture shared by John on December 1,2023 taken?",supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q00907,4,"What book did Tim just finish reading on 8th December, 2023?",supervised_text_router,vector,0.08333333333333333,0.0,0.0,0.0,12
17,q00910,4,What kind of game did John have a career-high in assists in?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q00911,4,What was John's way of dealing with doubts and stress when he was younger?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q00912,4,How did John feel about the atmosphere during the big game against the rival team?,supervised_text_router,type_aware,0.006289308176100629,0.0,0.0,0.0,159
17,q00913,4,How did John feel after being able to jog without pain?,supervised_text_router,type_aware,0.09090909090909091,0.0,0.0,0.0,11
17,q00915,4,Where was the photoshoot done for John's gear deal?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
17,q00917,4,What type of seminars is John conducting?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
17,q00918,4,What activity did Tim do after reading the stories about the Himalayan trek?,supervised_text_router,type_aware,0.018867924528301886,0.0,0.0,0.0,53
17,q00920,4,What new fantasy TV series is Tim excited about?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q00921,4,Which language is Tim learning?,supervised_text_router,keyword,0.25,0.0,0.0,1.0,4
17,q00924,4,What is John's favorite book series?,supervised_text_router,vector,0.0045045045045045045,0.0,0.0,0.0,222
17,q00935,4,Which city did John recommend to Tim in January 2024?,supervised_text_router,hybrid,0.05263157894736842,0.0,0.0,0.0,19
17,q00936,5,"Which team did Tim sign with on 21 May, 2023?",supervised_text_router,vector,0.00684931506849315,0.0,0.0,0.0,146
17,q00940,5,What was the highest number of points Tim scored in a game recently?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q00946,5,What did Anthony and Tim end up playing during the charity event?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q00947,5,How did Tim get introduced to basketball?,supervised_text_router,type_aware,0.024390243902439025,0.0,0.0,0.0,41
17,q00949,5,What organization is Tim teaming up with for his charity work?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q00953,5,What new activity has John started learning in August 2023?,supervised_text_router,type_aware,0.06666666666666667,0.0,0.0,0.0,15
17,q00954,5,"What special memory does ""Fifty Shades of Grey"" bring to Tim?",supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q00962,5,What does Tim want to do after his basketball career?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
17,q00964,5,What passion does John mention connects him with people from all over the world?,supervised_text_router,vector,0.0030211480362537764,0.0,0.0,0.0,331
17,q00970,5,Who is one of Tim's sources of inspiration for painting?,supervised_text_router,type_aware,0.05555555555555555,0.0,0.0,0.0,18
17,q00975,5,"What is one of Tim's favorite crime TV shows, as mentioned on November 11, 2023?",supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q00977,5,How did Tim overcome his ankle injury from last season?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q00982,5,What instrument is John learning to play in December 2023?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
17,q00983,5,"How long has John been playing the piano for, as of December 2023?",supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
17,q00986,5,What was Tim's way of dealing with doubts and stress when he was younger?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q00993,5,"According to John, who is his least favorite character from Lord of the Rings?",supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q00995,5,What kind of painting does Tim have in his room as a reminder?,supervised_text_router,vector,0.08333333333333333,0.0,0.0,0.0,12
17,q00997,5,Which city in Ireland will John be staying in during his semester abroad?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q00998,5,What charity event did Tim organize recently in 2024?,supervised_text_router,type_aware,0.011494252873563218,0.0,0.0,0.0,87
17,q01002,1,What kind of indoor activities has Andrew pursued with his girlfriend?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
17,q01003,1,What kind of places have Andrew and his girlfriend checked out around the city?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01005,2,When did Audrey see a hummingbird?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01010,2,When did Audrey's positive reinforcement training course for dogs take place?,supervised_text_router,type_aware,0.08333333333333333,0.0,0.0,0.0,12
17,q01011,2,When did Andrew go rock climbing?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
17,q01018,1,Where did Audrey get Pixie from?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01023,1,What are some problems that Andrew faces before he adopted Toby?,supervised_text_router,vector,0.034482758620689655,0.0,0.0,0.0,29
17,q01031,1,What has Andrew done with his dogs?,supervised_text_router,vector,0.025,0.0,0.0,0.0,40
17,q01035,1,What are the names of Andrew's dogs?,supervised_text_router,vector,0.07142857142857142,0.0,0.0,0.0,14
17,q01038,2,When did Andrew and his girlfriend go on a wine tasting trip?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01040,1,What is a good place for dogs to run around freely and meet new friends?,supervised_text_router,type_aware,0.013333333333333334,0.0,0.0,0.0,75
17,q01047,2,How many months passed between Andrew adopting Buddy and Scout,supervised_text_router,vector,0.5,0.0,1.0,1.0,2
17,q01049,1,What does Audrey view her pets as?,supervised_text_router,vector,0.1111111111111111,0.0,0.0,0.0,9
17,q01058,2,"What did Audrey eat for dinner on October 24, 2023?",supervised_text_router,keyword,0.3333333333333333,0.0,1.0,1.0,3
17,q01061,4,Which specific type of bird mesmerizes Andrew?,supervised_text_router,keyword,0.3333333333333333,0.0,1.0,1.0,3
17,q01062,4,What did Andrew express missing about exploring nature trails with his family's dog?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01064,4,What kind of flowers does Audrey have a tattoo of?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01069,4,How did Audrey hear about the workshop on bonding with pets?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
17,q01072,4,Why did Audrey think positive reinforcement training is important for pets?,supervised_text_router,type_aware,0.25,0.0,0.0,1.0,4
17,q01075,4,What outdoor activities does Andrew plan on trying after the rock climbing class?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
17,q01078,4,"What did Audrey and her friends stumble across during a hike a few years back, as mentioned on June 26, 2023?",supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01080,4,"What dish is one of Audrey's favorite dishes that includes garlic and is shared with Andrew on 3 July, 2023?",supervised_text_router,vector,0.5,0.0,1.0,1.0,2
17,q01081,4,"What did Andrew and his GF do on the Monday before July 24, 2023?",supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01083,4,"What special memories does Audrey have with her childhood dog, Max?",supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01085,4,"What type of classes did Audrey start with her pups recently on 4 August, 2023?",supervised_text_router,keyword,0.14285714285714285,0.0,0.0,0.0,7
17,q01087,4,How long did the trail hike that Audrey went on with her pups take?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01089,4,What is essential to keep the dogs looking good according to Audrey?,supervised_text_router,vector,0.09090909090909091,0.0,0.0,0.0,11
17,q01104,4,How does Audrey help out the animal shelter?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01106,4,What did Audrey make to thank her neighbors?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01107,4,How do Audrey's dogs react to snow?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01110,4,What activity do Andrew and Buddy enjoy doing together?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01113,4,Which type of sushi did Audrey suggest trying first to someone new to sushi?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01115,4,"What did Andrew and Audrey plan to do on the Saturday after October 28, 2023?",supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01123,5,Which specific type of bird mesmerizes Audrey?,supervised_text_router,keyword,0.013333333333333334,0.0,0.0,0.0,75
17,q01124,5,What kind of flowers does Andrew have a tattoo of?,supervised_text_router,vector,0.010526315789473684,0.0,0.0,0.0,95
17,q01125,5,What type of dog was Audrey looking to adopt based on her living space?,supervised_text_router,keyword,0.08333333333333333,0.0,0.0,0.0,12
17,q01126,5,Why did Audrey sign up for a workshop about car maintenance?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01130,5,What challenge is Audrey facing in their search for a pet?,supervised_text_router,type_aware,0.07692307692307693,0.0,0.0,0.0,13
17,q01131,5,What indoor activities does Andrew plan on trying after the rock climbing class?,supervised_text_router,type_aware,0.2,0.0,0.0,1.0,5
17,q01134,5,What is the name of Andrew's childhood dog?,supervised_text_router,type_aware,0.027777777777777776,0.0,0.0,0.0,36
17,q01136,5,What are some of the personalities of Andrew's four fur babies?,supervised_text_router,keyword,0.3333333333333333,0.0,1.0,1.0,3
17,q01152,5,How does Andrew describe his dogs' response to snow?,supervised_text_router,vector,0.03125,0.0,0.0,0.0,32
17,q01156,5,Which type of pizza did Audrey suggest trying first to someone new to Italian cuisine?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01157,5,How often does Andrew meet up with other dog owners for tips and playdates?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01160,1,Which places or events have John and James planned to meet at?,supervised_text_router,vector,0.25,0.0,0.0,1.0,4
17,q01161,1,Do both James and John have pets?,supervised_text_router,vector,0.058823529411764705,0.0,0.0,0.0,17
17,q01163,1,What are John and James' favorite games?,supervised_text_router,vector,0.5,0.0,1.0,1.0,2
17,q01164,3,Does James live in Connecticut?,supervised_text_router,vector,0.25,0.0,0.0,1.0,4
17,q01170,3,Did James have a girlfriend during April 2022?,supervised_text_router,vector,0.01818181818181818,0.0,0.0,0.0,55
17,q01172,2,When did James buy himself a new adventure book?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01177,3,Was James feeling lonely before meeting Samantha?,supervised_text_router,type_aware,0.030303030303030304,0.0,0.0,0.0,33
17,q01178,1,How many charity tournaments has John organized till date?,supervised_text_router,vector,0.5,0.0,1.0,1.0,2
17,q01181,2,When will John start his new job?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
17,q01183,3,Are John and James fans of the same football team?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01190,2,"Where was James at on July 12, 2022?",supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01192,1,Which countries did James visit in July 2022?,supervised_text_router,vector,0.5,0.0,1.0,1.0,2
17,q01193,3,What additional country did James visit during his trip to Canada?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
17,q01197,2,When did John start his job in IT?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01200,2,When did James take his 3 dogs to the beach?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01201,2,When did John plan his next meeting with his siblings?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01204,2,When did John and James meet at McGee's bar?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01205,2,When did James ask Samantha to be his girlfriend?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01206,2,"When did James, Samantha and John go to the baseball game together?",supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01207,1,What gaming equipments did John buy or refurbish?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01208,2,When did James start taking cooking classes?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01212,1,What kind of programming-related events has John hosted?,supervised_text_router,vector,0.16666666666666666,0.0,0.0,0.0,6
17,q01214,1,Which of James's family members have visited him in the last year?,supervised_text_router,vector,0.3333333333333333,0.0,1.0,1.0,3
17,q01215,2,When did James' mother and her friend visit him?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01217,2,When did John and his gaming friends organize the charity tournament?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
17,q01222,2,How long did John practice chess for before winning the chess tournament?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
17,q01225,4,What programming languages has James worked with?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01230,4,"What instrument is John learning to play as of 27 March, 2022?",supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01233,4,What game was James playing in the online gaming tournament in April 2022?,supervised_text_router,keyword,0.007042253521126761,0.0,0.0,0.0,142
17,q01238,4,Why did James embody the appearance of the game character from the woman he saw during a walk?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01239,4,What inspired James to create the game character in the virtual world?,supervised_text_router,type_aware,0.25,0.0,0.0,1.0,4
17,q01242,4,What kind of assignment was giving John a hard time at work?,supervised_text_router,vector,0.25,0.0,0.0,1.0,4
17,q01243,4,"What breed is Daisy, one of James' dogs?",supervised_text_router,type_aware,0.25,0.0,0.0,1.0,4
17,q01245,4,What type of pizza is John's favorite?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
17,q01247,4,What did John and his friends do with the remaining money after helping the dog shelter?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01250,4,What did John create for the charitable foundation that helped generate reports for analysis?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
17,q01251,4,What did John receive for achieving second place in the tournament?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01260,4,What did James enjoy doing on cold winter days?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01262,4,Where did James plan to visit after Toronto?,supervised_text_router,hybrid,1.0,1.0,1.0,1.0,1
17,q01271,4,Whose phone number did James receive during the beach outing?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
17,q01273,4,What is John organizing with his siblings?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01278,4,Which company's headphones did John choose for gaming?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01279,4,What did James and Samantha discover they both enjoy at McGee's bar?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
17,q01285,4,Where does James get his ideas from?,supervised_text_router,time_aware,1.0,1.0,1.0,1.0,1
17,q01287,4,What kind of music does John like?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01291,4,What type of game is John's upcoming mobile game?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
17,q01292,4,What does John do to stay informed and constantly learn about game design?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01295,4,What kind of games is James excited to play with his new video card?,supervised_text_router,type_aware,0.125,0.0,0.0,0.0,8
17,q01298,4,What did James lose progress on due to a power outage?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01300,4,"What was the purpose of the gaming tournament organized by John on 31 October, 2022?",supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
17,q01304,4,"What game is John hooked on playing on 5 November, 2022?",supervised_text_router,keyword,0.2,0.0,0.0,1.0,5
17,q01311,5,Which country did John visit in 2021?,supervised_text_router,vector,0.013157894736842105,0.0,0.0,0.0,76
17,q01312,5,What kind of assignment was giving James a hard time at work?,supervised_text_router,vector,0.05,0.0,0.0,0.0,20
17,q01321,5,"What new hobby did John become interested in on 9 July, 2022?",supervised_text_router,type_aware,0.07692307692307693,0.0,0.0,0.0,13
17,q01325,5,What happened to James's kitten during the recent visit to the clinic?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01339,5,What inspired James to create his painting?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01342,5,"What decision did John and Samantha make on 31 October, 2022?",supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01344,5,Why did John and Samantha choose an apartment near McGee's bar?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01352,2,When did Jolene's mom gift her a pendant?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
17,q01353,3,In what country did Jolene's mother buy her the pendant?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01365,2,When did Jolene buy her pet Seraphim?,supervised_text_router,type_aware,0.2,0.0,0.0,1.0,5
17,q01367,1,How many times has Jolene been to France?,supervised_text_router,vector,0.125,0.0,0.0,0.0,8
17,q01368,1,Which games have Jolene and her partner played together?,supervised_text_router,vector,0.14285714285714285,0.0,0.0,0.0,7
17,q01369,2,"When do Jolene and her partner plan to complete the game ""Walking Dead""?",supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01370,2,When did Deborah meet Anna?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
17,q01371,3,Why did Jolene sometimes put off doing yoga?,supervised_text_router,type_aware,0.010309278350515464,0.0,0.0,0.0,97
17,q01377,2,When did Jolene have a mini-retreat to reflect on her career?,supervised_text_router,hybrid,1.0,1.0,1.0,1.0,1
17,q01379,2,When was the last photo of Deborah and Karlie taken?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01387,1,What time management techniques do Deborah and Jolene use?,supervised_text_router,keyword,0.3333333333333333,0.0,1.0,1.0,3
17,q01397,4,How long has Jolene been doing yoga and meditation?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01398,2,Which year did Jolene start practicing yoga?,supervised_text_router,vector,0.3333333333333333,0.0,1.0,1.0,3
17,q01399,2,When did Jolene buy a new aquarium for Seraphim?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01410,4,Where did Deborah get her cats?,supervised_text_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
17,q01412,4,Does Deborah like cats?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
17,q01413,2,Which country was Jolene located in during the last week of August 2023?,supervised_text_router,type_aware,0.043478260869565216,0.0,0.0,0.0,23
17,q01417,4,Have Deborah and Jolene been to Rio de Janeiro?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01420,4,When did Jolene's parents give her first console?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
17,q01426,2,Where did Jolene and her partner spend most of September 2023?,supervised_text_router,type_aware,0.004761904761904762,0.0,0.0,0.0,210
17,q01429,2,When did the Deboran and Jolene agree to go surfing?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01441,4,What projects is Jolene planning for next year?,supervised_text_router,type_aware,0.125,0.0,0.0,0.0,8
17,q01442,4,Where did Deborah get her cats?,supervised_text_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
17,q01443,4,How old are Deborah's cats?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
17,q01444,4,What was Jolene doing with her partner in Rio de Janeiro?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01448,4,"What project did Jolene finish last week before 23 January, 2023?",supervised_text_router,hybrid,1.0,1.0,1.0,1.0,1
17,q01450,4,"What project was Jolene working on as of 1 February, 2023?",supervised_text_router,hybrid,0.2,0.0,0.0,1.0,5
17,q01451,4,Where did Deborah meet her new neighbor Anna?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01458,4,"What idea did Jolene have to help underprivileged kids learn about STEM subjects on 9 February, 2023?",supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01465,4,"What did Deb share a photo of, which brought a smile to Jolene's face?",supervised_text_router,hybrid,0.07692307692307693,0.0,0.0,0.0,13
17,q01467,4,What picture did Jolene share related to feeling overwhelmed?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01468,4,What did Jolene and Deb discuss as a helpful strategy for studying and time management?,supervised_text_router,type_aware,0.14285714285714285,0.0,0.0,0.0,7
17,q01473,4,What did Deborah buy to enhance her yoga practice besides the props?,supervised_text_router,vector,0.5,0.0,1.0,1.0,2
17,q01477,4,"Which show did Deborah go to with a friend on 9 April, 2023?",supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01478,4,What does Deborah find comforting about going to art shows?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01484,4,Which new yoga pose did Deborah share a photo of?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01485,4,What group activity did Deborah start with Anna?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01493,4,What activities have been helping Jolene stay distracted during tough times?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01501,4,What did Deborah and her mom chat about at their special bench in the park?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01502,4,What feeling does Deborah get when she thinks about the time spent with her mom at their special spot?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01503,4,What habits does Jolene practice to feel balanced?,supervised_text_router,keyword,0.0011235955056179776,0.0,0.0,0.0,890
17,q01506,4,What did Jolene participate in recently that provided her with a rewarding experience?,supervised_text_router,type_aware,0.125,0.0,0.0,0.0,8
17,q01512,4,How old is Max?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
17,q01515,4,"What was the new plant Jolene got used as a reminder for on 30 August, 2023?",supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01518,4,How did Deborah's mom support her yoga practice when she first started?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
17,q01523,4,Where did Jolene and her partner travel for a few weeks in September 2023?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01525,4,How did Jolene feel about her progress in practicing mindfulness and gratitude?,supervised_text_router,vector,0.07142857142857142,0.0,0.0,0.0,14
17,q01527,4,What did Jolene recently play that she described to Deb?,supervised_text_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
17,q01539,5,What are the names of Deborah's snakes?,supervised_text_router,vector,0.008771929824561403,0.0,0.0,0.0,114
17,q01552,5,What activity does Jolene incorporate into her daily routine after going for a morning jog in the park?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01556,5,"Which show did Jolene go to with a friend on 9 April, 2023?",supervised_text_router,type_aware,0.03125,0.0,0.0,0.0,32
17,q01559,5,For how long has Jolene had Lucifer as a pet?,supervised_text_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
17,q01566,5,What game did Jolene recommend to Deborah for being thrilling and intense?,supervised_text_router,keyword,0.002398081534772182,0.0,0.0,0.0,417
17,q01567,5,What game did Deborah suggest as an awesome open-world game for the Nintendo Switch?,supervised_text_router,vector,0.017857142857142856,0.0,0.0,0.0,56
17,q01570,5,How did Deborah feel after receiving positive feedback at the virtual conference?,supervised_text_router,vector,0.002652519893899204,0.0,0.0,0.0,377
17,q01571,5,What kind of event did Deborah present at recently?,supervised_text_router,type_aware,0.023809523809523808,0.0,0.0,0.0,42
17,q01580,5,Where did Deborah and her partner travel for a few weeks in September 2023?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
17,q01584,5,What food did Jolene's mom make for her on holidays?,supervised_text_router,keyword,0.16666666666666666,0.0,0.0,0.0,6
17,q01587,1,What kind of car does Evan drive?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01591,2,Which hobby did Sam take up in May 2023?,supervised_text_router,vector,0.5,0.0,1.0,1.0,2
17,q01592,3,Which country was Evan visiting in May 2023?,supervised_text_router,vector,0.010638297872340425,0.0,0.0,0.0,94
17,q01603,1,What recurring issue frustrates Sam at the grocery store?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
17,q01606,3,"Considering their conversations and personal growth, what advice might Evan and Sam give to someone facing a major life transition or challenge?",supervised_text_router,vector,0.2,0.0,0.0,1.0,5
17,q01610,2,When did Sam start working out at the gym?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01611,2,What significant event happened in Sam's life towards the end of summer 2023?,supervised_text_router,type_aware,0.0009861932938856016,0.0,0.0,0.0,1014
17,q01617,2,When Evan get back from a vacation with his SO?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01620,1,What is the recurring dream that Sam keeps having?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01624,1,What kind of healthy meals did Sam start eating after getting a health scare?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01627,2,When did Evan start taking painting classes?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01631,1,What kind of subjects does Evan enjoy painting?,supervised_text_router,vector,0.5,0.0,1.0,1.0,2
17,q01642,1,What recurring adventure does Evan have with strangers?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01643,1,What is Sam's persistent problem with his phone?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
17,q01651,1,Which ailment does Sam have to face due to his weight?,supervised_text_router,vector,0.25,0.0,0.0,1.0,4
17,q01654,2,When did Evan and Sam planned a trip to the beach together?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01655,2,"What was Sam doing on December 4, 2023?",supervised_text_router,vector,0.05,0.0,0.0,0.0,20
17,q01658,3,Which major holiday season conincides with Evan's wedding?,supervised_text_router,vector,0.5,0.0,1.0,1.0,2
17,q01659,1,Which activity did Sam resume in December 2023 after a long time?,supervised_text_router,vector,0.2,0.0,0.0,1.0,5
17,q01660,2,When is Evan planning a big family reunion?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01661,2,When did Evan's son fall off his bike?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01662,2,When did Evan announce his marriage to his extended family?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01664,1,How does Evan spend his time with his bride after the wedding?,supervised_text_router,vector,0.3333333333333333,0.0,1.0,1.0,3
17,q01666,2,When will Evan and his partner have their honeymoon in Canada?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01669,1,What is a stress reliever for Sam?,supervised_text_router,keyword,0.5,0.0,1.0,1.0,2
17,q01670,4,What type of car did Evan get after his old Prius broke down?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
17,q01672,4,What did Evan start doing a few years back as a stress-buster?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01676,4,What habit is Sam trying to change in terms of diet?,supervised_text_router,keyword,0.07692307692307693,0.0,0.0,0.0,13
17,q01687,4,What did Evan mention he had been searching for fruitlessly for half an hour?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01694,4,What nature concept do watercolor painting classes emphasize according to Evan?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
17,q01695,4,What type of landscapes does Evan love painting the most?,supervised_text_router,keyword,0.5,0.0,1.0,1.0,2
17,q01698,4,What sports activity has Evan been doing to stay active while dealing with the knee injury?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
